# Reciprocal collectivity of fluctuations=  3.0
# kappa=  1.000
# Frequency reported in internal units: 0.156 ps^(-1), kT/h/ is 2.47 internal units (om-2)= 0.164
#mode pc_therm cumul om-2(harm)  RMSD  Coll_cart Coll_MW Coll_tors Max_dev_atom
  119  0.0000 1.000     0.13  0.00612  0.298 0.325 0.233  0.110
  120  0.0000 1.000    0.129  0.00609  0.055 0.041 0.032  0.250
  121  0.0000 1.000   0.1275  0.00606  0.227 0.275 0.183  0.112
  122  0.0000 1.000   0.1241  0.00598  0.189 0.195 0.120  0.144
  123  0.0000 1.000   0.1238  0.00597  0.305 0.324 0.213  0.100
  124  0.0000 1.000   0.1225  0.00594  0.322 0.345 0.263  0.079
  125  0.0000 1.000   0.1199  0.00587  0.332 0.375 0.248  0.081
  126  0.0000 1.000   0.1174  0.00581  0.296 0.326 0.286  0.136
  127  0.0000 1.000   0.1166  0.00579  0.293 0.298 0.283  0.130
  128  0.0000 1.000   0.1158  0.00577  0.304 0.346 0.276  0.111
  129  0.0000 1.000   0.1146  0.00574  0.243 0.279 0.244  0.109
  130  0.0000 1.000   0.1126  0.00569  0.128 0.160 0.113  0.216
  131  0.0000 1.000   0.1111  0.00565  0.021 0.020 0.017  0.248
  132  0.0000 1.000   0.1106  0.00564  0.239 0.321 0.270  0.110
  133  0.0000 1.000   0.1088  0.00559  0.174 0.212 0.140  0.183
  134  0.0000 1.000   0.1076  0.00557  0.283 0.335 0.279  0.086
  135  0.0000 1.000    0.107  0.00555  0.267 0.325 0.262  0.114
  136  0.0000 1.000   0.1049  0.00549  0.226 0.276 0.224  0.164
  137  0.0000 1.000   0.1038  0.00547  0.258 0.327 0.228  0.090
  138  0.0000 1.000   0.1028  0.00544  0.258 0.321 0.214  0.100
  139  0.0000 1.000   0.1003  0.00537  0.243 0.290 0.241  0.162
  140  0.0000 1.000  0.09983  0.00536  0.295 0.333 0.294  0.067
  141  0.0000 1.000  0.09939  0.00535  0.212 0.271 0.219  0.144
  142  0.0000 1.000  0.09739  0.00529  0.260 0.310 0.201  0.091
  143  0.0000 1.000  0.09658  0.00527  0.316 0.362 0.230  0.080
  144  0.0000 1.000  0.09406   0.0052  0.188 0.244 0.192  0.123
  145  0.0000 1.000  0.09377  0.00519  0.026 0.027 0.024  0.267
  146  0.0000 1.000  0.09343  0.00519  0.227 0.272 0.163  0.137
  147  0.0000 1.000  0.09241  0.00516  0.089 0.107 0.047  0.195
  148  0.0000 1.000  0.09146  0.00513  0.245 0.267 0.238  0.100
  149  0.0000 1.000  0.08923  0.00507  0.313 0.323 0.239  0.080
  150  0.0000 1.000  0.08834  0.00504  0.293 0.334 0.297  0.100
  151  0.0000 1.000  0.08815  0.00504  0.278 0.335 0.292  0.107
  152  0.0000 1.000  0.08712  0.00501  0.291 0.340 0.313  0.085
  153  0.0000 1.000  0.08571  0.00497  0.281 0.333 0.260  0.096
  154  0.0000 1.000    0.085  0.00495  0.187 0.242 0.178  0.121
  155  0.0000 1.000  0.08467  0.00494  0.286 0.325 0.234  0.073
  156  0.0000 1.000  0.08343   0.0049  0.269 0.301 0.273  0.110
  157  0.0000 1.000  0.08253  0.00487  0.288 0.331 0.284  0.101
  158  0.0000 1.000  0.08162  0.00485  0.007 0.007 0.008  0.315
  159  0.0000 1.000  0.08096  0.00483  0.231 0.272 0.217  0.108
  160  0.0000 1.000  0.08068  0.00482  0.327 0.381 0.276  0.075
  161  0.0000 1.000  0.08036  0.00481  0.309 0.331 0.284  0.070
  162  0.0000 1.000  0.07959  0.00479  0.274 0.312 0.244  0.088
  163  0.0000 1.000   0.0777  0.00473  0.310 0.367 0.277  0.072
  164  0.0000 1.000  0.07763  0.00473  0.274 0.304 0.180  0.073
  165  0.0000 1.000  0.07534  0.00466  0.253 0.293 0.207  0.109
  166  0.0000 1.000  0.07473  0.00464  0.294 0.347 0.170  0.075
  167  0.0000 1.000  0.07421  0.00462  0.254 0.312 0.271  0.080
  168  0.0000 1.000  0.07333  0.00459  0.258 0.316 0.198  0.085
  169  0.0000 1.000  0.07323  0.00459  0.265 0.313 0.232  0.088
  170  0.0000 1.000   0.0722  0.00456  0.253 0.305 0.174  0.114
  171  0.0000 1.000  0.07182  0.00455  0.233 0.285 0.206  0.099
  172  0.0000 1.000  0.07138  0.00453  0.257 0.317 0.210  0.099
  173  0.0000 1.000  0.06978  0.00448  0.273 0.330 0.263  0.077
  174  0.0000 1.000  0.06962  0.00448  0.287 0.321 0.246  0.063
  175  0.0000 1.000  0.06866  0.00445  0.200 0.244 0.072  0.122
  176  0.0000 1.000  0.06821  0.00443  0.286 0.340 0.212  0.086
  177  0.0000 1.000  0.06778  0.00442  0.213 0.256 0.069  0.129
  178  0.0000 1.000  0.06676  0.00438  0.267 0.315 0.167  0.085
  179  0.0000 1.000   0.0662  0.00436  0.243 0.322 0.184  0.092
  180  0.0000 1.000   0.0657  0.00435  0.301 0.331 0.204  0.055
  181  0.0000 1.000  0.06476  0.00432  0.227 0.276 0.215  0.097
  182  0.0000 1.000  0.06426   0.0043  0.258 0.304 0.184  0.086
  183  0.0000 1.000  0.06325  0.00427  0.249 0.308 0.240  0.087
  184  0.0000 1.000  0.06296  0.00426  0.284 0.320 0.139  0.059
  185  0.0000 1.000   0.0624  0.00424  0.287 0.336 0.236  0.071
  186  0.0000 1.000  0.06228  0.00423  0.263 0.329 0.250  0.069
  187  0.0000 1.000  0.06131   0.0042  0.268 0.315 0.182  0.105
  188  0.0000 1.000  0.06063  0.00418  0.340 0.401 0.250  0.061
  189  0.0000 1.000  0.06025  0.00416  0.220 0.253 0.175  0.086
  190  0.0000 1.000  0.06019  0.00416  0.019 0.024 0.013  0.207
  191  0.0000 1.000  0.05915  0.00413  0.252 0.308 0.216  0.063
  192  0.0000 1.000  0.05867  0.00411  0.280 0.333 0.267  0.094
  193  0.0000 1.000  0.05796  0.00408  0.284 0.342 0.198  0.061
  194  0.0000 1.000  0.05743  0.00407  0.260 0.343 0.172  0.105
  195  0.0000 1.000  0.05701  0.00405  0.290 0.356 0.210  0.074
  196  0.0000 1.000  0.05655  0.00403  0.298 0.376 0.303  0.059
  197  0.0000 1.000  0.05634  0.00403  0.224 0.281 0.206  0.087
  198  0.0000 1.000  0.05581  0.00401  0.266 0.298 0.240  0.077
  199  0.0000 1.000  0.05499  0.00398  0.311 0.379 0.236  0.064
  200  0.0000 1.000  0.05492  0.00398  0.201 0.244 0.110  0.105
  201  0.0000 1.000  0.05457  0.00396  0.215 0.283 0.226  0.080
  202  0.0000 1.000    0.054  0.00394  0.294 0.368 0.254  0.108
  203  0.0000 1.000  0.05362  0.00393  0.261 0.292 0.150  0.059
  204  0.0000 1.000  0.05327  0.00392  0.281 0.356 0.213  0.075
  205  0.0000 1.000  0.05318  0.00391  0.014 0.016 0.013  0.183
  206  0.0000 1.000  0.05316  0.00391  0.244 0.295 0.219  0.077
  207  0.0000 1.000  0.05224  0.00388  0.249 0.302 0.179  0.090
  208  0.0000 1.000   0.0519  0.00386  0.282 0.334 0.209  0.062
  209  0.0000 1.000  0.05122  0.00384  0.310 0.371 0.214  0.049
  210  0.0000 1.000   0.0507  0.00382  0.263 0.330 0.236  0.068
  211  0.0000 1.000  0.04999  0.00379  0.280 0.334 0.281  0.061
  212  0.0000 1.000  0.04974  0.00378  0.238 0.299 0.193  0.085
  213  0.0000 1.000  0.04962  0.00378  0.302 0.382 0.260  0.052
  214  0.0000 1.000  0.04918  0.00376  0.246 0.300 0.255  0.092
  215  0.0000 1.000  0.04881  0.00375  0.013 0.014 0.011  0.230
  216  0.0000 1.000  0.04878  0.00375  0.289 0.326 0.227  0.088
  217  0.0000 1.000   0.0486  0.00374  0.285 0.369 0.279  0.081
  218  0.0000 1.000  0.04785  0.00371  0.252 0.343 0.241  0.075
  219  0.0000 1.000  0.04766   0.0037  0.291 0.357 0.272  0.068
  220  0.0000 1.000  0.04723  0.00369  0.308 0.350 0.258  0.056
  221  0.0000 1.000  0.04641  0.00365  0.305 0.374 0.280  0.059
  222  0.0000 1.000  0.04615  0.00364  0.291 0.342 0.177  0.062
  223  0.0000 1.000  0.04554  0.00362  0.227 0.283 0.167  0.087
  224  0.0000 1.000  0.04524  0.00361  0.274 0.333 0.246  0.061
  225  0.0000 1.000  0.04468  0.00359  0.264 0.329 0.214  0.062
  226  0.0000 1.000  0.04459  0.00358  0.256 0.331 0.210  0.066
  227  0.0000 1.000  0.04407  0.00356  0.274 0.345 0.185  0.067
  228  0.0000 1.000  0.04388  0.00355  0.272 0.358 0.201  0.067
  229  0.0000 1.000  0.04372  0.00355  0.281 0.362 0.280  0.063
  230  0.0000 1.000   0.0434  0.00353  0.157 0.216 0.150  0.108
  231  0.0000 1.000  0.04296  0.00352  0.267 0.343 0.240  0.065
  232  0.0000 1.000  0.04263   0.0035  0.229 0.289 0.228  0.077
  233  0.0000 1.000  0.04225  0.00349  0.297 0.379 0.260  0.048
  234  0.0000 1.000  0.04197  0.00348  0.275 0.348 0.236  0.068
  235  0.0000 1.000  0.04185  0.00347  0.248 0.292 0.203  0.070
  236  0.0000 1.000  0.04174  0.00347  0.269 0.334 0.255  0.065
  237  0.0000 1.000  0.04123  0.00344  0.284 0.358 0.263  0.068
  238  0.0000 1.000  0.04111  0.00344  0.238 0.308 0.224  0.072
  239  0.0000 1.000  0.04099  0.00343  0.183 0.222 0.194  0.112
  240  0.0000 1.000  0.04052  0.00341  0.200 0.233 0.128  0.122
  241  0.0000 1.000  0.04033  0.00341  0.045 0.045 0.033  0.209
  242  0.0000 1.000  0.03986  0.00339  0.252 0.326 0.238  0.062
  243  0.0000 1.000  0.03968  0.00338  0.325 0.412 0.251  0.048
  244  0.0000 1.000  0.03921  0.00336  0.199 0.250 0.130  0.086
  245  0.0000 1.000  0.03908  0.00335  0.316 0.397 0.207  0.050
  246  0.0000 1.000  0.03872  0.00334  0.260 0.326 0.200  0.063
  247  0.0000 1.000   0.0385  0.00333  0.269 0.352 0.167  0.089
  248  0.0000 1.000   0.0384  0.00332  0.266 0.319 0.242  0.070
  249  0.0000 1.000  0.03818  0.00331  0.280 0.377 0.246  0.051
  250  0.0000 1.000  0.03781   0.0033  0.183 0.237 0.106  0.079
  251  0.0000 1.000   0.0376  0.00329  0.227 0.302 0.132  0.097
  252  0.0000 1.000   0.0375  0.00328  0.297 0.367 0.238  0.071
  253  0.0000 1.000  0.03717  0.00327  0.240 0.302 0.159  0.070
  254  0.0000 1.000  0.03679  0.00325  0.261 0.336 0.117  0.099
  255  0.0000 1.000  0.03648  0.00324  0.255 0.328 0.213  0.074
  256  0.0000 1.000  0.03639  0.00324  0.277 0.345 0.266  0.068
  257  0.0000 1.000  0.03624  0.00323  0.252 0.325 0.122  0.077
  258  0.0000 1.000  0.03622  0.00323  0.007 0.006 0.005  0.284
  259  0.0000 1.000  0.03614  0.00322  0.237 0.302 0.129  0.089
  260  0.0000 1.000  0.03571  0.00321  0.273 0.337 0.178  0.065
  261  0.0000 1.000  0.03543  0.00319  0.284 0.374 0.265  0.047
  262  0.0000 1.000  0.03515  0.00318  0.278 0.343 0.186  0.052
  263  0.0000 1.000  0.03512  0.00318  0.258 0.332 0.168  0.055
  264  0.0000 1.000  0.03475  0.00316  0.308 0.379 0.205  0.053
  265  0.0000 1.000  0.03471  0.00316  0.313 0.378 0.260  0.044
  266  0.0000 1.000   0.0345  0.00315  0.238 0.316 0.126  0.118
  267  0.0000 1.000  0.03421  0.00314  0.223 0.276 0.063  0.088
  268  0.0000 1.000  0.03383  0.00312  0.303 0.365 0.239  0.049
  269  0.0000 1.000  0.03374  0.00312  0.263 0.336 0.192  0.066
  270  0.0000 1.000  0.03352  0.00311  0.238 0.316 0.124  0.090
  271  0.0000 1.000  0.03328  0.00309  0.311 0.397 0.199  0.051
  272  0.0000 1.000  0.03284  0.00307  0.232 0.299 0.231  0.080
  273  0.0000 1.000  0.03256  0.00306  0.263 0.328 0.205  0.072
  274  0.0000 1.000  0.03242  0.00305  0.262 0.321 0.196  0.058
  275  0.0000 1.000  0.03216  0.00304  0.240 0.303 0.179  0.061
  276  0.0000 1.000  0.03187  0.00303  0.277 0.331 0.243  0.045
  277  0.0000 1.000  0.03179  0.00302  0.293 0.373 0.236  0.049
  278  0.0000 1.000   0.0317  0.00302  0.214 0.288 0.091  0.091
  279  0.0000 1.000  0.03154  0.00301  0.236 0.312 0.151  0.067
  280  0.0000 1.000  0.03103  0.00299  0.294 0.368 0.221  0.052
  281  0.0000 1.000  0.03097  0.00299  0.262 0.365 0.228  0.057
  282  0.0000 1.000  0.03077  0.00298  0.179 0.246 0.084  0.099
  283  0.0000 1.000  0.03054  0.00296  0.252 0.315 0.180  0.073
  284  0.0000 1.000  0.03037  0.00296  0.253 0.312 0.147  0.063
  285  0.0000 1.000  0.03018  0.00295  0.279 0.337 0.247  0.047
  286  0.0000 1.000  0.02966  0.00292  0.274 0.361 0.239  0.056
  287  0.0000 1.000  0.02961  0.00292  0.228 0.316 0.140  0.074
  288  0.0000 1.000  0.02936  0.00291  0.274 0.361 0.185  0.060
  289  0.0000 1.000  0.02922   0.0029  0.281 0.350 0.210  0.059
#  290  0.0000 1.000        0      inf  0.002 0.005 0.003  0.318
  291  0.0000 1.000  0.02902  0.00289  0.246 0.312 0.205  0.054
  292  0.0000 1.000  0.02876  0.00288  0.266 0.325 0.187  0.054
  293  0.0000 1.000  0.02864  0.00287  0.225 0.305 0.135  0.085
  294  0.0000 1.000  0.02841  0.00286  0.249 0.320 0.217  0.063
  295  0.0000 1.000  0.02823  0.00285  0.224 0.281 0.113  0.104
  296  0.0000 1.000  0.02807  0.00284  0.271 0.333 0.210  0.052
  297  0.0000 1.000  0.02795  0.00284  0.233 0.318 0.155  0.079
  298  0.0000 1.000  0.02776  0.00283  0.283 0.350 0.202  0.051
  299  0.0000 1.000  0.02764  0.00282  0.249 0.275 0.207  0.054
  300  0.0000 1.000  0.02748  0.00281  0.284 0.356 0.180  0.051
  301  0.0000 1.000  0.02743  0.00281  0.283 0.372 0.208  0.051
  302  0.0000 1.000  0.02706  0.00279  0.261 0.339 0.235  0.046
  303  0.0000 1.000  0.02694  0.00278  0.289 0.359 0.218  0.055
  304  0.0000 1.000  0.02679  0.00278  0.276 0.338 0.228  0.056
  305  0.0000 1.000  0.02656  0.00276  0.238 0.292 0.156  0.062
  306  0.0000 1.000  0.02643  0.00276  0.238 0.265 0.129  0.077
  307  0.0000 1.000  0.02634  0.00275  0.302 0.357 0.209  0.056
  308  0.0000 1.000  0.02615  0.00274  0.228 0.237 0.101  0.096
  309  0.0000 1.000  0.02609  0.00274  0.240 0.297 0.165  0.074
  310  0.0000 1.000  0.02571  0.00272  0.191 0.258 0.135  0.072
  311  0.0000 1.000  0.02564  0.00272  0.205 0.245 0.152  0.068
  312  0.0000 1.000  0.02561  0.00271  0.006 0.006 0.010  0.258
  313  0.0000 1.000  0.02545  0.00271  0.258 0.323 0.225  0.061
  314  0.0000 1.000   0.0253   0.0027  0.282 0.354 0.201  0.058
  315  0.0000 1.000  0.02522  0.00269  0.225 0.279 0.100  0.097
  316  0.0000 1.000  0.02489  0.00268  0.200 0.243 0.121  0.079
  317  0.0000 1.000  0.02485  0.00267  0.238 0.304 0.109  0.098
  318  0.0000 1.000  0.02475  0.00267  0.268 0.350 0.195  0.050
  319  0.0000 1.000  0.02446  0.00265  0.251 0.299 0.139  0.063
  320  0.0000 1.000  0.02442  0.00265  0.177 0.205 0.092  0.084
  321  0.0000 1.000  0.02428  0.00264  0.221 0.261 0.130  0.077
  322  0.0000 1.000  0.02406  0.00263  0.238 0.288 0.191  0.050
  323  0.0000 1.000  0.02404  0.00263  0.250 0.320 0.193  0.055
  324  0.0000 1.000  0.02395  0.00263  0.232 0.307 0.155  0.073
  325  0.0000 1.000  0.02389  0.00262  0.260 0.353 0.231  0.061
  326  0.0000 1.000  0.02373  0.00261  0.272 0.354 0.139  0.073
  327  0.0000 1.000  0.02368  0.00261  0.200 0.232 0.088  0.082
  328  0.0000 1.000  0.02356   0.0026  0.221 0.272 0.139  0.072
  329  0.0000 1.000   0.0235   0.0026  0.273 0.343 0.169  0.058
  330  0.0000 1.000  0.02346   0.0026  0.294 0.350 0.213  0.062
  331  0.0000 1.000  0.02321  0.00258  0.287 0.353 0.188  0.043
  332  0.0000 1.000   0.0231  0.00258  0.248 0.280 0.118  0.066
  333  0.0000 1.000    0.023  0.00257  0.245 0.316 0.160  0.050
  334  0.0000 1.000  0.02279  0.00256  0.103 0.100 0.017  0.143
  335  0.0000 1.000  0.02273  0.00256  0.222 0.245 0.088  0.088
  336  0.0000 1.000  0.02268  0.00255  0.285 0.359 0.217  0.044
  337  0.0000 1.000  0.02253  0.00255  0.102 0.102 0.030  0.132
  338  0.0000 1.000  0.02243  0.00254  0.250 0.316 0.159  0.062
  339  0.0000 1.000  0.02233  0.00254  0.280 0.339 0.226  0.051
#  340  0.0000 1.000        0      inf  0.002 0.006 0.003  0.362
  341  0.0000 1.000  0.02225  0.00253  0.269 0.363 0.247  0.053
  342  0.0000 1.000  0.02212  0.00252  0.288 0.347 0.227  0.043
  343  0.0000 1.000    0.022  0.00252  0.211 0.259 0.160  0.072
  344  0.0000 1.000  0.02195  0.00251  0.201 0.265 0.147  0.051
  345  0.0000 1.000  0.02177   0.0025  0.302 0.391 0.245  0.055
  346  0.0000 1.000  0.02166   0.0025  0.289 0.372 0.234  0.058
  347  0.0000 1.000  0.02135  0.00248  0.267 0.344 0.224  0.047
  348  0.0000 1.000  0.02131  0.00248  0.284 0.329 0.243  0.058
  349  0.0000 1.000  0.02126  0.00247  0.008 0.012 0.011  0.127
  350  0.0000 1.000  0.02121  0.00247  0.240 0.290 0.215  0.051
