species,Protein,asymptote,mid,m,Tm,r2
Oleispira antarctica_RB-8_lysate_R1,R4YKP6_OLEAN_C09950,1.9545318802240972e-24,43.53951784122431,336.28207628590843,43.545164896831,0.93090932232296
Oleispira antarctica_RB-8_lysate_R1,R4YKQ2_dnaE,0.10880985997476972,40.78957879669,466.5383450041953,41.69220635848984,0.9975527555000234
Oleispira antarctica_RB-8_lysate_R1,R4YKQ4_OLEAN_C07340,0.04350820221400485,39.530680035134594,264.7944498096065,40.077466059003655,0.9956387526544848
Oleispira antarctica_RB-8_lysate_R1,R4YKQ8_OLEAN_C07390,0.33033438045540764,42.66577509432238,508.7343881916545,46.9240972240519,0.9483004704410612
Oleispira antarctica_RB-8_lysate_R1,R4YKR0_map,1.288793993413571e-19,39.104505223614346,362.4597368363108,39.10723567992149,0.9784582566740037
Oleispira antarctica_RB-8_lysate_R1,R4YKR3_uppS,0.17572039664390987,44.245330440527084,876.4990734635658,45.247585641169984,0.9745537888092356
Oleispira antarctica_RB-8_lysate_R1,R4YKR5_OLEAN_C07490,2.807598617127208e-29,39.26147533027768,262.9048129946694,39.26660973440272,0.9417601324408401
Oleispira antarctica_RB-8_lysate_R1,R4YKS7_OLEAN_C09160,7.925767122673635e-16,39.60150138203008,319.2514453303597,39.60737533136084,0.9834882628278452
Oleispira antarctica_RB-8_lysate_R1,R4YKT2_OLEAN_C09310,0.12918450033322829,46.946894604881265,1728.0711827960763,47.35198241925448,0.9333666316829389
Oleispira antarctica_RB-8_lysate_R1,R4YKT4_leuA,0.030329511013480512,39.654321657258336,393.4396940198437,39.908112598346044,0.9979895114022094
Oleispira antarctica_RB-8_lysate_R1,R4YKT5_deaD,0.06187084498605878,39.14952415761291,283.9298193912342,39.87895785281473,0.9857952026176602
Oleispira antarctica_RB-8_lysate_R1,R4YKT6_OLEAN_C09410,0.11789375755655071,39.24562678599797,331.732777309025,40.54460568731136,0.9885302083412976
Oleispira antarctica_RB-8_lysate_R1,R4YKT7_gst,0.11612156882060727,39.65646071551464,780.2103777521052,40.207134452477455,0.9794404191385202
Oleispira antarctica_RB-8_lysate_R1,R4YKU3_OLEAN_C10750,0.17063479232439913,36.57798454577611,278.41937136551746,38.709583328407895,0.9812083930825656
Oleispira antarctica_RB-8_lysate_R1,R4YKV6_OLEAN_C07890,0.04518680649152681,37.93675356632073,262.51530845684823,38.47080209697045,0.9528890683684365
Oleispira antarctica_RB-8_lysate_R1,R4YKW8_tilS,8.355019918382194e-18,36.55086815495798,247.4732849460237,36.55755543037481,0.9893407794050894
Oleispira antarctica_RB-8_lysate_R1,R4YKW9_OLEAN_C08140,0.2784428873023832,44.72050961551287,2130.3378488466633,45.55181603535637,0.9405234647625859
Oleispira antarctica_RB-8_lysate_R1,R4YKX1_eutC,0.07177856716885146,38.84041934421216,279.98149579233257,39.700337696979275,0.9919780039033964
Oleispira antarctica_RB-8_lysate_R1,R4YKX5_rpsB,0.270856842309095,44.74871986056278,1617.7066399290761,45.763130882236396,0.9483716536031309
Oleispira antarctica_RB-8_lysate_R1,R4YKX6_OLEAN_C08290,5.876159107137951e-20,37.581120792644455,273.241640156391,37.58746449203137,0.9685886272688953
Oleispira antarctica_RB-8_lysate_R1,R4YKY0_OLEAN_C08390,0.13745458108644307,41.623312204628334,844.5661072434551,42.30755130213904,0.9846761827711834
Oleispira antarctica_RB-8_lysate_R1,R4YKY2_lpxD,4.058354880338292e-24,37.91343295086249,300.27006054979154,37.91527450556823,0.996814754323589
Oleispira antarctica_RB-8_lysate_R1,R4YKZ8_OLEAN_C10510,0.2265739422319758,39.97631631328552,841.2733860234888,41.17135232184338,0.9505392956105159
Oleispira antarctica_RB-8_lysate_R1,R4YL03_OLEAN_C11600,0.20709487137104005,41.17970800768295,790.4100349853842,42.379509049957775,0.9777931721734742
Oleispira antarctica_RB-8_lysate_R1,R4YL04_OLEAN_C10610,0.1036011321620172,39.94176816998963,726.6711893070238,40.47087293513518,0.9668750391783948
Oleispira antarctica_RB-8_lysate_R1,R4YL05_rpoD,0.18328831703260687,40.438622964897604,553.7717298154291,41.84096507565472,0.9854108097980119
Oleispira antarctica_RB-8_lysate_R1,R4YL07_gcp,5.7774894667182e-17,39.083137355677614,209.1044574029342,39.08518438604482,0.9315538355621011
Oleispira antarctica_RB-8_lysate_R1,R4YL10_valS,0.09389064654375108,39.51680699093187,445.04090267312625,40.268406049427526,0.9926353861544781
Oleispira antarctica_RB-8_lysate_R1,R4YL11_OLEAN_C10710,0.3296570596430934,41.55665957908664,712.7228256252143,44.366347091405125,0.9455648204453384
Oleispira antarctica_RB-8_lysate_R1,R4YL18_OLEAN_C11800,0.1332655661298371,49.35131323777705,1122.8382937567542,50.03518009023545,0.9926441714921288
Oleispira antarctica_RB-8_lysate_R1,R4YL19_OLEAN_C09190,9.623605883406991e-26,41.1640262043781,397.6747676719997,41.167768810157106,0.9451193266447172
Oleispira antarctica_RB-8_lysate_R1,R4YL21_pilZ,4.6457307965355965e-10,41.390495109374854,270.19689668604093,41.396347218957665,0.9958359054152816
Oleispira antarctica_RB-8_lysate_R1,R4YL22_OLEAN_C09240,0.009418504768179507,41.80001381206316,343.36984849788024,41.89905638110961,0.9924884487221732
Oleispira antarctica_RB-8_lysate_R1,R4YL23_cysNC,0.05344230603499494,40.487452850729774,643.7766721091592,40.78224594622561,0.9961359269485541
Oleispira antarctica_RB-8_lysate_R1,R4YL25_OLEAN_C09290,0.1490596969840571,37.958408775006454,355.1606710273226,39.46228829085675,0.9922290562055299
Oleispira antarctica_RB-8_lysate_R1,R4YL36_fliD,0.338469833497824,37.43428334714441,671.7688711089393,39.95538456324222,0.9642352311382879
Oleispira antarctica_RB-8_lysate_R1,R4YL43_minE,0.4263524709969662,44.68419159496222,1935.9729510729371,46.809574004917295,0.9332202765386696
Oleispira antarctica_RB-8_lysate_R1,R4YL46_OLEAN_C09740,0.16620373145218859,45.11380623261138,1197.7424019749876,45.82043919534666,0.9909449884332062
Oleispira antarctica_RB-8_lysate_R1,R4YL51_cheB,0.067975909169641,42.83023311620357,704.1004790291137,43.221672748341255,0.9782232198831967
Oleispira antarctica_RB-8_lysate_R1,R4YL54_acnA,1.63888629026678e-20,54.03258734393571,923.2883910747265,54.03341151369859,0.9039267351987643
