"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.rmse","base1cd5-no_graphs - train.rmse__MIN","base1cd5-no_graphs - train.rmse__MAX","base1cd5-no_graphs - valid.rmse","base1cd5-no_graphs - valid.rmse__MIN","base1cd5-no_graphs - valid.rmse__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.rmse","base3cd5_s1n64-all_graphs - train.rmse__MIN","base3cd5_s1n64-all_graphs - train.rmse__MAX","base3cd5_s1n64-all_graphs - valid.rmse","base3cd5_s1n64-all_graphs - valid.rmse__MIN","base3cd5_s1n64-all_graphs - valid.rmse__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.rmse","DeepSTABp - train.rmse__MIN","DeepSTABp - train.rmse__MAX","DeepSTABp - valid.rmse","DeepSTABp - valid.rmse__MIN","DeepSTABp - valid.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.rmse","base3d5_s1n16-all_graphs-bs64 - train.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - train.rmse__MAX","base3d5_s1n16-all_graphs-bs64 - valid.rmse","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MIN","base3d5_s1n16-all_graphs-bs64 - valid.rmse__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.rmse","base3d5_s1n64-all_graphs - train.rmse__MIN","base3d5_s1n64-all_graphs - train.rmse__MAX","base3d5_s1n64-all_graphs - valid.rmse","base3d5_s1n64-all_graphs - valid.rmse__MIN","base3d5_s1n64-all_graphs - valid.rmse__MAX"
"276","275","275","275","3.151284694671631","3.151284694671631","3.151284694671631","4.409304141998291","4.409304141998291","4.409304141998291","275","275","275","2.0345542430877686","2.0345542430877686","2.0345542430877686","4.5503153800964355","4.5503153800964355","4.5503153800964355","275","275","275","2.35","2.35","2.35","4.3","4.3","4.3","275","275","275","4.245213985443115","4.245213985443115","4.245213985443115","4.825876235961914","4.825876235961914","4.825876235961914","275","275","275","2.2642288208007812","2.2642288208007812","2.2642288208007812","4.783431053161621","4.783431053161621","4.783431053161621"
"277","276","276","276","3.1821959018707275","3.1821959018707275","3.1821959018707275","4.927257061004639","4.927257061004639","4.927257061004639","276","276","276","2.1915109157562256","2.1915109157562256","2.1915109157562256","4.689394950866699","4.689394950866699","4.689394950866699","276","276","276","2.35","2.35","2.35","4.3","4.3","4.3","276","276","276","4.203292369842529","4.203292369842529","4.203292369842529","4.705008506774902","4.705008506774902","4.705008506774902","276","276","276","2.313544988632202","2.313544988632202","2.313544988632202","5.1639556884765625","5.1639556884765625","5.1639556884765625"
"278","277","277","277","3.023939371109009","3.023939371109009","3.023939371109009","4.599879741668701","4.599879741668701","4.599879741668701","277","277","277","1.9305148124694824","1.9305148124694824","1.9305148124694824","4.519105434417725","4.519105434417725","4.519105434417725","277","277","277","2.35","2.35","2.35","4.3","4.3","4.3","277","277","277","4.178425312042236","4.178425312042236","4.178425312042236","5.074002742767334","5.074002742767334","5.074002742767334","277","277","277","2.172499418258667","2.172499418258667","2.172499418258667","4.672774791717529","4.672774791717529","4.672774791717529"
"279","278","278","278","3.10711669921875","3.10711669921875","3.10711669921875","4.338250160217285","4.338250160217285","4.338250160217285","278","278","278","1.955338954925537","1.955338954925537","1.955338954925537","4.852071285247803","4.852071285247803","4.852071285247803","278","278","278","2.35","2.35","2.35","4.3","4.3","4.3","278","278","278","4.2094292640686035","4.2094292640686035","4.2094292640686035","4.756110191345215","4.756110191345215","4.756110191345215","278","278","278","2.2490766048431396","2.2490766048431396","2.2490766048431396","4.922906398773193","4.922906398773193","4.922906398773193"
"280","279","279","279","3.039252519607544","3.039252519607544","3.039252519607544","4.397632598876953","4.397632598876953","4.397632598876953","279","279","279","1.9215092658996582","1.9215092658996582","1.9215092658996582","4.740049839019775","4.740049839019775","4.740049839019775","279","279","279","2.35","2.35","2.35","4.3","4.3","4.3","279","279","279","4.194599151611328","4.194599151611328","4.194599151611328","4.825355052947998","4.825355052947998","4.825355052947998","279","279","279","2.2197227478027344","2.2197227478027344","2.2197227478027344","4.627031326293945","4.627031326293945","4.627031326293945"
"281","280","280","280","3.0268423557281494","3.0268423557281494","3.0268423557281494","4.4374895095825195","4.4374895095825195","4.4374895095825195","280","280","280","1.9154518842697144","1.9154518842697144","1.9154518842697144","4.649496555328369","4.649496555328369","4.649496555328369","280","280","280","2.35","2.35","2.35","4.3","4.3","4.3","280","280","280","4.13543701171875","4.13543701171875","4.13543701171875","4.632462501525879","4.632462501525879","4.632462501525879","280","280","280","2.1609537601470947","2.1609537601470947","2.1609537601470947","4.641366958618164","4.641366958618164","4.641366958618164"
"282","281","281","281","3.1154000759124756","3.1154000759124756","3.1154000759124756","4.368517875671387","4.368517875671387","4.368517875671387","281","281","281","2.107027530670166","2.107027530670166","2.107027530670166","4.9666314125061035","4.9666314125061035","4.9666314125061035","281","281","281","2.35","2.35","2.35","4.3","4.3","4.3","281","281","281","4.17822265625","4.17822265625","4.17822265625","5.051908016204834","5.051908016204834","5.051908016204834","281","281","281","2.438598394393921","2.438598394393921","2.438598394393921","4.679698944091797","4.679698944091797","4.679698944091797"
"283","282","282","282","3.1012206077575684","3.1012206077575684","3.1012206077575684","4.5119452476501465","4.5119452476501465","4.5119452476501465","282","282","282","2.0550382137298584","2.0550382137298584","2.0550382137298584","4.9209723472595215","4.9209723472595215","4.9209723472595215","282","282","282","2.35","2.35","2.35","4.3","4.3","4.3","282","282","282","4.262104511260986","4.262104511260986","4.262104511260986","5.044173717498779","5.044173717498779","5.044173717498779","282","282","282","2.394063949584961","2.394063949584961","2.394063949584961","4.664608001708984","4.664608001708984","4.664608001708984"
"284","283","283","283","3.0787220001220703","3.0787220001220703","3.0787220001220703","4.463305950164795","4.463305950164795","4.463305950164795","283","283","283","1.9317697286605835","1.9317697286605835","1.9317697286605835","4.4907917976379395","4.4907917976379395","4.4907917976379395","283","283","283","2.35","2.35","2.35","4.3","4.3","4.3","283","283","283","4.184698104858398","4.184698104858398","4.184698104858398","4.849423408508301","4.849423408508301","4.849423408508301","283","283","283","2.3745555877685547","2.3745555877685547","2.3745555877685547","4.667002201080322","4.667002201080322","4.667002201080322"
"285","284","284","284","3.0603673458099365","3.0603673458099365","3.0603673458099365","4.425566673278809","4.425566673278809","4.425566673278809","284","284","284","1.888070821762085","1.888070821762085","1.888070821762085","4.534884929656982","4.534884929656982","4.534884929656982","284","284","284","2.35","2.35","2.35","4.3","4.3","4.3","284","284","284","4.309799671173096","4.309799671173096","4.309799671173096","4.704923629760742","4.704923629760742","4.704923629760742","284","284","284","2.2374582290649414","2.2374582290649414","2.2374582290649414","4.6759138107299805","4.6759138107299805","4.6759138107299805"
"286","285","285","285","2.9762797355651855","2.9762797355651855","2.9762797355651855","4.387674331665039","4.387674331665039","4.387674331665039","285","285","285","1.9491970539093018","1.9491970539093018","1.9491970539093018","5.109061241149902","5.109061241149902","5.109061241149902","285","285","285","2.35","2.35","2.35","4.3","4.3","4.3","285","285","285","4.15561580657959","4.15561580657959","4.15561580657959","4.698911666870117","4.698911666870117","4.698911666870117","285","285","285","2.168248176574707","2.168248176574707","2.168248176574707","4.938117027282715","4.938117027282715","4.938117027282715"
"287","286","286","286","2.9638872146606445","2.9638872146606445","2.9638872146606445","4.384462833404541","4.384462833404541","4.384462833404541","286","286","286","1.820329189300537","1.820329189300537","1.820329189300537","4.879523277282715","4.879523277282715","4.879523277282715","286","286","286","2.35","2.35","2.35","4.3","4.3","4.3","286","286","286","4.164410591125488","4.164410591125488","4.164410591125488","5.568268775939941","5.568268775939941","5.568268775939941","286","286","286","2.170943260192871","2.170943260192871","2.170943260192871","4.589041709899902","4.589041709899902","4.589041709899902"
"288","287","287","287","2.9796030521392822","2.9796030521392822","2.9796030521392822","4.429600715637207","4.429600715637207","4.429600715637207","287","287","287","1.8999210596084595","1.8999210596084595","1.8999210596084595","4.69970703125","4.69970703125","4.69970703125","287","287","287","2.35","2.35","2.35","4.3","4.3","4.3","287","287","287","4.257606029510498","4.257606029510498","4.257606029510498","5.0930070877075195","5.0930070877075195","5.0930070877075195","287","287","287","2.119187593460083","2.119187593460083","2.119187593460083","4.590530872344971","4.590530872344971","4.590530872344971"
"289","288","288","288","3.0349979400634766","3.0349979400634766","3.0349979400634766","4.341470241546631","4.341470241546631","4.341470241546631","288","288","288","1.939282774925232","1.939282774925232","1.939282774925232","4.7877631187438965","4.7877631187438965","4.7877631187438965","288","288","288","2.35","2.35","2.35","4.3","4.3","4.3","288","288","288","4.153491497039795","4.153491497039795","4.153491497039795","4.927855968475342","4.927855968475342","4.927855968475342","288","288","288","2.139925003051758","2.139925003051758","2.139925003051758","4.7034430503845215","4.7034430503845215","4.7034430503845215"
"290","289","289","289","2.982560634613037","2.982560634613037","2.982560634613037","4.439621925354004","4.439621925354004","4.439621925354004","289","289","289","1.922767996788025","1.922767996788025","1.922767996788025","4.523158073425293","4.523158073425293","4.523158073425293","289","289","289","2.35","2.35","2.35","4.3","4.3","4.3","289","289","289","4.192234039306641","4.192234039306641","4.192234039306641","4.796921730041504","4.796921730041504","4.796921730041504","289","289","289","2.1153852939605713","2.1153852939605713","2.1153852939605713","4.639277458190918","4.639277458190918","4.639277458190918"
"291","290","290","290","2.993034601211548","2.993034601211548","2.993034601211548","4.317493915557861","4.317493915557861","4.317493915557861","290","290","290","1.8558416366577148","1.8558416366577148","1.8558416366577148","4.579219818115234","4.579219818115234","4.579219818115234","290","290","290","2.35","2.35","2.35","4.3","4.3","4.3","290","290","290","4.21302604675293","4.21302604675293","4.21302604675293","5.019599437713623","5.019599437713623","5.019599437713623","290","290","290","2.1067826747894287","2.1067826747894287","2.1067826747894287","4.665286540985107","4.665286540985107","4.665286540985107"
"292","291","291","291","2.950623035430908","2.950623035430908","2.950623035430908","4.388730049133301","4.388730049133301","4.388730049133301","291","291","291","1.8427703380584717","1.8427703380584717","1.8427703380584717","4.69954252243042","4.69954252243042","4.69954252243042","291","291","291","2.35","2.35","2.35","4.3","4.3","4.3","291","291","291","4.132592678070068","4.132592678070068","4.132592678070068","4.916515350341797","4.916515350341797","4.916515350341797","291","291","291","2.1173205375671387","2.1173205375671387","2.1173205375671387","4.6236348152160645","4.6236348152160645","4.6236348152160645"
"293","292","292","292","2.9702534675598145","2.9702534675598145","2.9702534675598145","4.3884711265563965","4.3884711265563965","4.3884711265563965","292","292","292","1.7894037961959839","1.7894037961959839","1.7894037961959839","4.48206901550293","4.48206901550293","4.48206901550293","292","292","292","2.35","2.35","2.35","4.3","4.3","4.3","292","292","292","4.195232391357422","4.195232391357422","4.195232391357422","5.385189533233643","5.385189533233643","5.385189533233643","292","292","292","2.1236186027526855","2.1236186027526855","2.1236186027526855","4.760695457458496","4.760695457458496","4.760695457458496"
"294","293","293","293","2.9102628231048584","2.9102628231048584","2.9102628231048584","4.480190753936768","4.480190753936768","4.480190753936768","293","293","293","1.7545310258865356","1.7545310258865356","1.7545310258865356","4.659377574920654","4.659377574920654","4.659377574920654","293","293","293","2.35","2.35","2.35","4.3","4.3","4.3","293","293","293","4.150020599365234","4.150020599365234","4.150020599365234","4.942439079284668","4.942439079284668","4.942439079284668","293","293","293","2.0175859928131104","2.0175859928131104","2.0175859928131104","4.562098026275635","4.562098026275635","4.562098026275635"
"295","294","294","294","2.994262456893921","2.994262456893921","2.994262456893921","4.3747992515563965","4.3747992515563965","4.3747992515563965","294","294","294","1.8380261659622192","1.8380261659622192","1.8380261659622192","4.605376243591309","4.605376243591309","4.605376243591309","294","294","294","2.35","2.35","2.35","4.3","4.3","4.3","294","294","294","4.285198211669922","4.285198211669922","4.285198211669922","5.012309551239014","5.012309551239014","5.012309551239014","294","294","294","2.1577091217041016","2.1577091217041016","2.1577091217041016","4.722496032714844","4.722496032714844","4.722496032714844"
"296","295","295","295","2.937453031539917","2.937453031539917","2.937453031539917","4.366201877593994","4.366201877593994","4.366201877593994","295","295","295","1.820996642112732","1.820996642112732","1.820996642112732","4.700094223022461","4.700094223022461","4.700094223022461","295","295","295","2.35","2.35","2.35","4.3","4.3","4.3","295","295","295","4.294755458831787","4.294755458831787","4.294755458831787","5.617478370666504","5.617478370666504","5.617478370666504","295","295","295","2.069890022277832","2.069890022277832","2.069890022277832","4.61687707901001","4.61687707901001","4.61687707901001"
"297","296","296","296","3.010605812072754","3.010605812072754","3.010605812072754","4.580093860626221","4.580093860626221","4.580093860626221","296","296","296","1.9644670486450195","1.9644670486450195","1.9644670486450195","4.729205131530762","4.729205131530762","4.729205131530762","296","296","296","2.35","2.35","2.35","4.3","4.3","4.3","296","296","296","4.227466106414795","4.227466106414795","4.227466106414795","4.731632232666016","4.731632232666016","4.731632232666016","296","296","296","2.186178207397461","2.186178207397461","2.186178207397461","4.930980682373047","4.930980682373047","4.930980682373047"
"298","297","297","297","3.088975667953491","3.088975667953491","3.088975667953491","4.377434253692627","4.377434253692627","4.377434253692627","297","297","297","2.0537564754486084","2.0537564754486084","2.0537564754486084","4.573716163635254","4.573716163635254","4.573716163635254","297","297","297","2.35","2.35","2.35","4.3","4.3","4.3","297","297","297","4.211246013641357","4.211246013641357","4.211246013641357","5.0356245040893555","5.0356245040893555","5.0356245040893555","297","297","297","2.334545612335205","2.334545612335205","2.334545612335205","4.678452968597412","4.678452968597412","4.678452968597412"
