"epoch","base1cd5-no_graphs - _step","base1cd5-no_graphs - _step__MIN","base1cd5-no_graphs - _step__MAX","base1cd5-no_graphs - train.mae","base1cd5-no_graphs - train.mae__MIN","base1cd5-no_graphs - train.mae__MAX","base1cd5-no_graphs - valid.mae","base1cd5-no_graphs - valid.mae__MIN","base1cd5-no_graphs - valid.mae__MAX","base3cd5_s1n64-all_graphs - _step","base3cd5_s1n64-all_graphs - _step__MIN","base3cd5_s1n64-all_graphs - _step__MAX","base3cd5_s1n64-all_graphs - train.mae","base3cd5_s1n64-all_graphs - train.mae__MIN","base3cd5_s1n64-all_graphs - train.mae__MAX","base3cd5_s1n64-all_graphs - valid.mae","base3cd5_s1n64-all_graphs - valid.mae__MIN","base3cd5_s1n64-all_graphs - valid.mae__MAX","DeepSTABp - _step","DeepSTABp - _step__MIN","DeepSTABp - _step__MAX","DeepSTABp - train.mae","DeepSTABp - train.mae__MIN","DeepSTABp - train.mae__MAX","DeepSTABp - valid.mae","DeepSTABp - valid.mae__MIN","DeepSTABp - valid.mae__MAX","base3d5_s1n16-all_graphs-bs64 - _step","base3d5_s1n16-all_graphs-bs64 - _step__MIN","base3d5_s1n16-all_graphs-bs64 - _step__MAX","base3d5_s1n16-all_graphs-bs64 - train.mae","base3d5_s1n16-all_graphs-bs64 - train.mae__MIN","base3d5_s1n16-all_graphs-bs64 - train.mae__MAX","base3d5_s1n16-all_graphs-bs64 - valid.mae","base3d5_s1n16-all_graphs-bs64 - valid.mae__MIN","base3d5_s1n16-all_graphs-bs64 - valid.mae__MAX","base3d5_s1n64-all_graphs - _step","base3d5_s1n64-all_graphs - _step__MIN","base3d5_s1n64-all_graphs - _step__MAX","base3d5_s1n64-all_graphs - train.mae","base3d5_s1n64-all_graphs - train.mae__MIN","base3d5_s1n64-all_graphs - train.mae__MAX","base3d5_s1n64-all_graphs - valid.mae","base3d5_s1n64-all_graphs - valid.mae__MIN","base3d5_s1n64-all_graphs - valid.mae__MAX"
"201","200","200","200","2.551100969314575","2.551100969314575","2.551100969314575","3.3642396926879883","3.3642396926879883","3.3642396926879883","200","200","200","1.5178200006484985","1.5178200006484985","1.5178200006484985","3.5541179180145264","3.5541179180145264","3.5541179180145264","200","200","200","1.81","1.81","1.81","3.22","3.22","3.22","200","200","200","3.0684456825256348","3.0684456825256348","3.0684456825256348","3.630178928375244","3.630178928375244","3.630178928375244","200","200","200","1.6929341554641724","1.6929341554641724","1.6929341554641724","3.6599066257476807","3.6599066257476807","3.6599066257476807"
"202","201","201","201","2.5352423191070557","2.5352423191070557","2.5352423191070557","3.34835147857666","3.34835147857666","3.34835147857666","201","201","201","1.5384889841079712","1.5384889841079712","1.5384889841079712","3.6267640590667725","3.6267640590667725","3.6267640590667725","201","201","201","1.81","1.81","1.81","3.22","3.22","3.22","201","201","201","3.136389970779419","3.136389970779419","3.136389970779419","3.680239200592041","3.680239200592041","3.680239200592041","201","201","201","1.7588850259780884","1.7588850259780884","1.7588850259780884","3.654921054840088","3.654921054840088","3.654921054840088"
"203","202","202","202","2.6128687858581543","2.6128687858581543","2.6128687858581543","3.4318928718566895","3.4318928718566895","3.4318928718566895","202","202","202","1.6196266412734985","1.6196266412734985","1.6196266412734985","3.698183536529541","3.698183536529541","3.698183536529541","202","202","202","1.81","1.81","1.81","3.22","3.22","3.22","202","202","202","3.1198606491088867","3.1198606491088867","3.1198606491088867","3.9045701026916504","3.9045701026916504","3.9045701026916504","202","202","202","1.8573715686798096","1.8573715686798096","1.8573715686798096","3.73807692527771","3.73807692527771","3.73807692527771"
"204","203","203","203","2.5420217514038086","2.5420217514038086","2.5420217514038086","3.3784573078155518","3.3784573078155518","3.3784573078155518","203","203","203","1.5051554441452026","1.5051554441452026","1.5051554441452026","3.586946725845337","3.586946725845337","3.586946725845337","203","203","203","1.81","1.81","1.81","3.22","3.22","3.22","203","203","203","3.098116397857666","3.098116397857666","3.098116397857666","3.8266050815582275","3.8266050815582275","3.8266050815582275","203","203","203","1.727783441543579","1.727783441543579","1.727783441543579","3.671339511871338","3.671339511871338","3.671339511871338"
"205","204","204","204","2.5554404258728027","2.5554404258728027","2.5554404258728027","3.277923345565796","3.277923345565796","3.277923345565796","204","204","204","1.583554744720459","1.583554744720459","1.583554744720459","3.6835806369781494","3.6835806369781494","3.6835806369781494","204","204","204","1.81","1.81","1.81","3.22","3.22","3.22","204","204","204","3.094609260559082","3.094609260559082","3.094609260559082","3.7284672260284424","3.7284672260284424","3.7284672260284424","204","204","204","1.6260555982589722","1.6260555982589722","1.6260555982589722","3.9797489643096924","3.9797489643096924","3.9797489643096924"
"206","205","205","205","2.5811030864715576","2.5811030864715576","2.5811030864715576","3.3965260982513428","3.3965260982513428","3.3965260982513428","205","205","205","1.5931624174118042","1.5931624174118042","1.5931624174118042","3.5298352241516113","3.5298352241516113","3.5298352241516113","205","205","205","1.81","1.81","1.81","3.22","3.22","3.22","205","205","205","3.0708107948303223","3.0708107948303223","3.0708107948303223","3.6381678581237793","3.6381678581237793","3.6381678581237793","205","205","205","1.7357981204986572","1.7357981204986572","1.7357981204986572","3.519681692123413","3.519681692123413","3.519681692123413"
"207","206","206","206","2.5419225692749023","2.5419225692749023","2.5419225692749023","3.3052377700805664","3.3052377700805664","3.3052377700805664","206","206","206","1.5838627815246582","1.5838627815246582","1.5838627815246582","3.536979913711548","3.536979913711548","3.536979913711548","206","206","206","1.81","1.81","1.81","3.22","3.22","3.22","206","206","206","3.1196534633636475","3.1196534633636475","3.1196534633636475","3.9700021743774414","3.9700021743774414","3.9700021743774414","206","206","206","1.6746166944503784","1.6746166944503784","1.6746166944503784","3.589949131011963","3.589949131011963","3.589949131011963"
"208","207","207","207","2.5892157554626465","2.5892157554626465","2.5892157554626465","3.3982784748077393","3.3982784748077393","3.3982784748077393","207","207","207","1.6684552431106567","1.6684552431106567","1.6684552431106567","3.565485954284668","3.565485954284668","3.565485954284668","207","207","207","1.81","1.81","1.81","3.22","3.22","3.22","207","207","207","3.068721055984497","3.068721055984497","3.068721055984497","3.7129287719726562","3.7129287719726562","3.7129287719726562","207","207","207","1.743077039718628","1.743077039718628","1.743077039718628","3.7865378856658936","3.7865378856658936","3.7865378856658936"
"209","208","208","208","2.566833019256592","2.566833019256592","2.566833019256592","3.7652955055236816","3.7652955055236816","3.7652955055236816","208","208","208","1.5583857297897339","1.5583857297897339","1.5583857297897339","3.7118210792541504","3.7118210792541504","3.7118210792541504","208","208","208","1.81","1.81","1.81","3.22","3.22","3.22","208","208","208","3.036635160446167","3.036635160446167","3.036635160446167","4.130040168762207","4.130040168762207","4.130040168762207","208","208","208","1.6465847492218018","1.6465847492218018","1.6465847492218018","3.6637911796569824","3.6637911796569824","3.6637911796569824"
"210","209","209","209","2.570619583129883","2.570619583129883","2.570619583129883","3.3141674995422363","3.3141674995422363","3.3141674995422363","209","209","209","1.6492048501968384","1.6492048501968384","1.6492048501968384","3.538288116455078","3.538288116455078","3.538288116455078","209","209","209","1.81","1.81","1.81","3.22","3.22","3.22","209","209","209","3.1288559436798096","3.1288559436798096","3.1288559436798096","3.7674872875213623","3.7674872875213623","3.7674872875213623","209","209","209","1.6856942176818848","1.6856942176818848","1.6856942176818848","3.5515453815460205","3.5515453815460205","3.5515453815460205"
"211","210","210","210","2.506401300430298","2.506401300430298","2.506401300430298","3.578211784362793","3.578211784362793","3.578211784362793","210","210","210","1.4877675771713257","1.4877675771713257","1.4877675771713257","3.57938551902771","3.57938551902771","3.57938551902771","210","210","210","1.81","1.81","1.81","3.22","3.22","3.22","210","210","210","3.1284141540527344","3.1284141540527344","3.1284141540527344","3.69176983833313","3.69176983833313","3.69176983833313","210","210","210","1.6311209201812744","1.6311209201812744","1.6311209201812744","3.8720555305480957","3.8720555305480957","3.8720555305480957"
"212","211","211","211","2.512171983718872","2.512171983718872","2.512171983718872","3.312680721282959","3.312680721282959","3.312680721282959","211","211","211","1.4679807424545288","1.4679807424545288","1.4679807424545288","3.57649302482605","3.57649302482605","3.57649302482605","211","211","211","1.81","1.81","1.81","3.22","3.22","3.22","211","211","211","3.1317338943481445","3.1317338943481445","3.1317338943481445","4.071398735046387","4.071398735046387","4.071398735046387","211","211","211","1.6274919509887695","1.6274919509887695","1.6274919509887695","4.0554728507995605","4.0554728507995605","4.0554728507995605"
"213","212","212","212","2.541870594024658","2.541870594024658","2.541870594024658","3.549894332885742","3.549894332885742","3.549894332885742","212","212","212","1.6520217657089233","1.6520217657089233","1.6520217657089233","3.5852482318878174","3.5852482318878174","3.5852482318878174","212","212","212","1.81","1.81","1.81","3.22","3.22","3.22","212","212","212","3.2013134956359863","3.2013134956359863","3.2013134956359863","4.0999932289123535","4.0999932289123535","4.0999932289123535","212","212","212","1.706381916999817","1.706381916999817","1.706381916999817","3.477604866027832","3.477604866027832","3.477604866027832"
"214","213","213","213","2.5468695163726807","2.5468695163726807","2.5468695163726807","3.343243360519409","3.343243360519409","3.343243360519409","213","213","213","1.5690748691558838","1.5690748691558838","1.5690748691558838","3.685364246368408","3.685364246368408","3.685364246368408","213","213","213","1.81","1.81","1.81","3.22","3.22","3.22","213","213","213","3.164487600326538","3.164487600326538","3.164487600326538","3.8049185276031494","3.8049185276031494","3.8049185276031494","213","213","213","1.6843955516815186","1.6843955516815186","1.6843955516815186","3.484215497970581","3.484215497970581","3.484215497970581"
"215","214","214","214","2.5266518592834473","2.5266518592834473","2.5266518592834473","3.376305103302002","3.376305103302002","3.376305103302002","214","214","214","1.571600317955017","1.571600317955017","1.571600317955017","3.5872697830200195","3.5872697830200195","3.5872697830200195","214","214","214","1.81","1.81","1.81","3.22","3.22","3.22","214","214","214","3.181650400161743","3.181650400161743","3.181650400161743","4.103471755981445","4.103471755981445","4.103471755981445","214","214","214","1.654326319694519","1.654326319694519","1.654326319694519","3.8201019763946533","3.8201019763946533","3.8201019763946533"
"216","215","215","215","2.509403944015503","2.509403944015503","2.509403944015503","3.448141098022461","3.448141098022461","3.448141098022461","215","215","215","1.5609124898910522","1.5609124898910522","1.5609124898910522","3.4857969284057617","3.4857969284057617","3.4857969284057617","215","215","215","1.81","1.81","1.81","3.22","3.22","3.22","215","215","215","3.2799930572509766","3.2799930572509766","3.2799930572509766","3.856694459915161","3.856694459915161","3.856694459915161","215","215","215","1.6445289850234985","1.6445289850234985","1.6445289850234985","3.5493733882904053","3.5493733882904053","3.5493733882904053"
"217","216","216","216","2.508012294769287","2.508012294769287","2.508012294769287","3.3592894077301025","3.3592894077301025","3.3592894077301025","216","216","216","1.5015642642974854","1.5015642642974854","1.5015642642974854","3.673543930053711","3.673543930053711","3.673543930053711","216","216","216","1.81","1.81","1.81","3.22","3.22","3.22","216","216","216","3.1167829036712646","3.1167829036712646","3.1167829036712646","3.6657721996307373","3.6657721996307373","3.6657721996307373","216","216","216","1.617060661315918","1.617060661315918","1.617060661315918","3.5545735359191895","3.5545735359191895","3.5545735359191895"
"218","217","217","217","2.5020592212677","2.5020592212677","2.5020592212677","3.499479293823242","3.499479293823242","3.499479293823242","217","217","217","1.514061450958252","1.514061450958252","1.514061450958252","3.5683226585388184","3.5683226585388184","3.5683226585388184","217","217","217","1.81","1.81","1.81","3.22","3.22","3.22","217","217","217","3.118018865585327","3.118018865585327","3.118018865585327","3.682725429534912","3.682725429534912","3.682725429534912","217","217","217","1.6901271343231201","1.6901271343231201","1.6901271343231201","3.7622413635253906","3.7622413635253906","3.7622413635253906"
"219","218","218","218","2.5102951526641846","2.5102951526641846","2.5102951526641846","3.4526844024658203","3.4526844024658203","3.4526844024658203","218","218","218","1.5816154479980469","1.5816154479980469","1.5816154479980469","4.18408203125","4.18408203125","4.18408203125","218","218","218","1.81","1.81","1.81","3.22","3.22","3.22","218","218","218","3.1273975372314453","3.1273975372314453","3.1273975372314453","3.6980202198028564","3.6980202198028564","3.6980202198028564","218","218","218","1.6371654272079468","1.6371654272079468","1.6371654272079468","3.5181570053100586","3.5181570053100586","3.5181570053100586"
"220","219","219","219","2.5527684688568115","2.5527684688568115","2.5527684688568115","3.4059436321258545","3.4059436321258545","3.4059436321258545","219","219","219","1.6931030750274658","1.6931030750274658","1.6931030750274658","3.897027015686035","3.897027015686035","3.897027015686035","219","219","219","1.81","1.81","1.81","3.22","3.22","3.22","219","219","219","3.1074585914611816","3.1074585914611816","3.1074585914611816","3.629070281982422","3.629070281982422","3.629070281982422","219","219","219","1.6521551609039307","1.6521551609039307","1.6521551609039307","3.99694561958313","3.99694561958313","3.99694561958313"
"221","220","220","220","2.4512953758239746","2.4512953758239746","2.4512953758239746","3.3279519081115723","3.3279519081115723","3.3279519081115723","220","220","220","1.4757269620895386","1.4757269620895386","1.4757269620895386","3.6512434482574463","3.6512434482574463","3.6512434482574463","220","220","220","1.81","1.81","1.81","3.22","3.22","3.22","220","220","220","3.0872092247009277","3.0872092247009277","3.0872092247009277","3.650944471359253","3.650944471359253","3.650944471359253","220","220","220","1.5867351293563843","1.5867351293563843","1.5867351293563843","3.8031656742095947","3.8031656742095947","3.8031656742095947"
"222","221","221","221","2.476470470428467","2.476470470428467","2.476470470428467","3.487663745880127","3.487663745880127","3.487663745880127","221","221","221","1.505684733390808","1.505684733390808","1.505684733390808","3.5569381713867188","3.5569381713867188","3.5569381713867188","221","221","221","1.81","1.81","1.81","3.22","3.22","3.22","221","221","221","3.0913681983947754","3.0913681983947754","3.0913681983947754","4.315927982330322","4.315927982330322","4.315927982330322","221","221","221","1.603112816810608","1.603112816810608","1.603112816810608","3.8944616317749023","3.8944616317749023","3.8944616317749023"
"223","222","222","222","2.4929256439208984","2.4929256439208984","2.4929256439208984","3.38847279548645","3.38847279548645","3.38847279548645","222","222","222","1.582040786743164","1.582040786743164","1.582040786743164","3.7308409214019775","3.7308409214019775","3.7308409214019775","222","222","222","1.81","1.81","1.81","3.22","3.22","3.22","222","222","222","3.054847478866577","3.054847478866577","3.054847478866577","4.014541149139404","4.014541149139404","4.014541149139404","222","222","222","1.594286561012268","1.594286561012268","1.594286561012268","3.5897116661071777","3.5897116661071777","3.5897116661071777"
