"epoch","c1e-N - _step","c1e-N - _step__MIN","c1e-N - _step__MAX","c1e-N - train.r2","c1e-N - train.r2__MIN","c1e-N - train.r2__MAX","c1e-N - valid.r2","c1e-N - valid.r2__MIN","c1e-N - valid.r2__MAX","DeepSTABp_architecture - _step","DeepSTABp_architecture - _step__MIN","DeepSTABp_architecture - _step__MAX","DeepSTABp_architecture - train.r2","DeepSTABp_architecture - train.r2__MIN","DeepSTABp_architecture - train.r2__MAX","DeepSTABp_architecture - valid.r2","DeepSTABp_architecture - valid.r2__MIN","DeepSTABp_architecture - valid.r2__MAX","gcn_d3e_FFF-1x32-0_Nmean - _step","gcn_d3e_FFF-1x32-0_Nmean - _step__MIN","gcn_d3e_FFF-1x32-0_Nmean - _step__MAX","gcn_d3e_FFF-1x32-0_Nmean - train.r2","gcn_d3e_FFF-1x32-0_Nmean - train.r2__MIN","gcn_d3e_FFF-1x32-0_Nmean - train.r2__MAX","gcn_d3e_FFF-1x32-0_Nmean - valid.r2","gcn_d3e_FFF-1x32-0_Nmean - valid.r2__MIN","gcn_d3e_FFF-1x32-0_Nmean - valid.r2__MAX","gcn_d3_FFF-1x32-0_Nmean - _step","gcn_d3_FFF-1x32-0_Nmean - _step__MIN","gcn_d3_FFF-1x32-0_Nmean - _step__MAX","gcn_d3_FFF-1x32-0_Nmean - train.r2","gcn_d3_FFF-1x32-0_Nmean - train.r2__MIN","gcn_d3_FFF-1x32-0_Nmean - train.r2__MAX","gcn_d3_FFF-1x32-0_Nmean - valid.r2","gcn_d3_FFF-1x32-0_Nmean - valid.r2__MIN","gcn_d3_FFF-1x32-0_Nmean - valid.r2__MAX","d0e_F - _step","d0e_F - _step__MIN","d0e_F - _step__MAX","d0e_F - train.r2","d0e_F - train.r2__MIN","d0e_F - train.r2__MAX","d0e_F - valid.r2","d0e_F - valid.r2__MIN","d0e_F - valid.r2__MAX"
"84","83","83","83","0.7719336748123169","0.7719336748123169","0.7719336748123169","0.7945813536643982","0.7945813536643982","0.7945813536643982","83","83","83","0.9006360769271851","0.9006360769271851","0.9006360769271851","0.7758296728134155","0.7758296728134155","0.7758296728134155","83","83","83","0.8252733945846558","0.8252733945846558","0.8252733945846558","0.7925382852554321","0.7925382852554321","0.7925382852554321","83","83","83","0.8189219832420349","0.8189219832420349","0.8189219832420349","0.7571618556976318","0.7571618556976318","0.7571618556976318","83","83","83","0.39002346992492676","0.39002346992492676","0.39002346992492676","0.586881697177887","0.586881697177887","0.586881697177887"
"85","84","84","84","0.7736544013023376","0.7736544013023376","0.7736544013023376","0.7888880968093872","0.7888880968093872","0.7888880968093872","84","84","84","0.8988896608352661","0.8988896608352661","0.8988896608352661","0.7863883376121521","0.7863883376121521","0.7863883376121521","84","84","84","0.8184842467308044","0.8184842467308044","0.8184842467308044","0.764470636844635","0.764470636844635","0.764470636844635","84","84","84","0.8085439205169678","0.8085439205169678","0.8085439205169678","0.7513753175735474","0.7513753175735474","0.7513753175735474","84","84","84","0.36294472217559814","0.36294472217559814","0.36294472217559814","0.49414533376693726","0.49414533376693726","0.49414533376693726"
"86","85","85","85","0.7631991505622864","0.7631991505622864","0.7631991505622864","0.7939485907554626","0.7939485907554626","0.7939485907554626","85","85","85","0.9026403427124023","0.9026403427124023","0.9026403427124023","0.7666445970535278","0.7666445970535278","0.7666445970535278","85","85","85","0.8292527794837952","0.8292527794837952","0.8292527794837952","0.7830533981323242","0.7830533981323242","0.7830533981323242","85","85","85","0.824595034122467","0.824595034122467","0.824595034122467","0.7654856443405151","0.7654856443405151","0.7654856443405151","85","85","85","0.3734186887741089","0.3734186887741089","0.3734186887741089","0.4608082175254822","0.4608082175254822","0.4608082175254822"
"87","86","86","86","0.7814407348632812","0.7814407348632812","0.7814407348632812","0.8040308952331543","0.8040308952331543","0.8040308952331543","86","86","86","0.9036433696746826","0.9036433696746826","0.9036433696746826","0.7699577212333679","0.7699577212333679","0.7699577212333679","86","86","86","0.8264669179916382","0.8264669179916382","0.8264669179916382","0.7615540027618408","0.7615540027618408","0.7615540027618408","86","86","86","0.8192065358161926","0.8192065358161926","0.8192065358161926","0.7793164849281311","0.7793164849281311","0.7793164849281311","86","86","86","0.3892900347709656","0.3892900347709656","0.3892900347709656","0.5436056852340698","0.5436056852340698","0.5436056852340698"
"88","87","87","87","0.7688316106796265","0.7688316106796265","0.7688316106796265","0.7930001020431519","0.7930001020431519","0.7930001020431519","87","87","87","0.8936962485313416","0.8936962485313416","0.8936962485313416","0.7730358242988586","0.7730358242988586","0.7730358242988586","87","87","87","0.8292587995529175","0.8292587995529175","0.8292587995529175","0.726615309715271","0.726615309715271","0.726615309715271","87","87","87","0.8225418329238892","0.8225418329238892","0.8225418329238892","0.7597967982292175","0.7597967982292175","0.7597967982292175","87","87","87","0.3723856806755066","0.3723856806755066","0.3723856806755066","0.5919839143753052","0.5919839143753052","0.5919839143753052"
"89","88","88","88","0.7706596255302429","0.7706596255302429","0.7706596255302429","0.7886332869529724","0.7886332869529724","0.7886332869529724","88","88","88","0.9007741808891296","0.9007741808891296","0.9007741808891296","0.7815377712249756","0.7815377712249756","0.7815377712249756","88","88","88","0.8201260566711426","0.8201260566711426","0.8201260566711426","0.7496640086174011","0.7496640086174011","0.7496640086174011","88","88","88","0.820902407169342","0.820902407169342","0.820902407169342","0.7617209553718567","0.7617209553718567","0.7617209553718567","88","88","88","0.35760724544525146","0.35760724544525146","0.35760724544525146","0.5494170784950256","0.5494170784950256","0.5494170784950256"
"90","89","89","89","0.7855979800224304","0.7855979800224304","0.7855979800224304","0.7556307911872864","0.7556307911872864","0.7556307911872864","89","89","89","0.9031903147697449","0.9031903147697449","0.9031903147697449","0.7719143629074097","0.7719143629074097","0.7719143629074097","89","89","89","0.8306272029876709","0.8306272029876709","0.8306272029876709","0.7484108805656433","0.7484108805656433","0.7484108805656433","89","89","89","0.8182589411735535","0.8182589411735535","0.8182589411735535","0.7235483527183533","0.7235483527183533","0.7235483527183533","89","89","89","0.3668825626373291","0.3668825626373291","0.3668825626373291","0.5951701402664185","0.5951701402664185","0.5951701402664185"
"91","90","90","90","0.7665801644325256","0.7665801644325256","0.7665801644325256","0.76039057970047","0.76039057970047","0.76039057970047","90","90","90","0.899484395980835","0.899484395980835","0.899484395980835","0.7753726840019226","0.7753726840019226","0.7753726840019226","90","90","90","0.8148311972618103","0.8148311972618103","0.8148311972618103","0.7612905502319336","0.7612905502319336","0.7612905502319336","90","90","90","0.8090431094169617","0.8090431094169617","0.8090431094169617","0.7431320548057556","0.7431320548057556","0.7431320548057556","90","90","90","0.36724627017974854","0.36724627017974854","0.36724627017974854","0.5253192186355591","0.5253192186355591","0.5253192186355591"
"92","91","91","91","0.7793278694152832","0.7793278694152832","0.7793278694152832","0.8001312017440796","0.8001312017440796","0.8001312017440796","91","91","91","0.9057093858718872","0.9057093858718872","0.9057093858718872","0.7947534918785095","0.7947534918785095","0.7947534918785095","91","91","91","0.8339860439300537","0.8339860439300537","0.8339860439300537","0.7842826247215271","0.7842826247215271","0.7842826247215271","91","91","91","0.8309663534164429","0.8309663534164429","0.8309663534164429","0.7369318604469299","0.7369318604469299","0.7369318604469299","91","91","91","0.38162320852279663","0.38162320852279663","0.38162320852279663","0.4508168697357178","0.4508168697357178","0.4508168697357178"
"93","92","92","92","0.7887002825737","0.7887002825737","0.7887002825737","0.8038601875305176","0.8038601875305176","0.8038601875305176","92","92","92","0.91356360912323","0.91356360912323","0.91356360912323","0.7966358661651611","0.7966358661651611","0.7966358661651611","92","92","92","0.8404392600059509","0.8404392600059509","0.8404392600059509","0.7784136533737183","0.7784136533737183","0.7784136533737183","92","92","92","0.8313396573066711","0.8313396573066711","0.8313396573066711","0.7574667930603027","0.7574667930603027","0.7574667930603027","92","92","92","0.37185347080230713","0.37185347080230713","0.37185347080230713","0.5215792655944824","0.5215792655944824","0.5215792655944824"
"94","93","93","93","0.7813289761543274","0.7813289761543274","0.7813289761543274","0.7835586667060852","0.7835586667060852","0.7835586667060852","93","93","93","0.9058585166931152","0.9058585166931152","0.9058585166931152","0.7796772718429565","0.7796772718429565","0.7796772718429565","93","93","93","0.8324658870697021","0.8324658870697021","0.8324658870697021","0.7785438895225525","0.7785438895225525","0.7785438895225525","93","93","93","0.8248680830001831","0.8248680830001831","0.8248680830001831","0.7704133987426758","0.7704133987426758","0.7704133987426758","93","93","93","0.36763542890548706","0.36763542890548706","0.36763542890548706","0.5483484268188477","0.5483484268188477","0.5483484268188477"
"95","94","94","94","0.7846111059188843","0.7846111059188843","0.7846111059188843","0.8061496615409851","0.8061496615409851","0.8061496615409851","94","94","94","0.9078665375709534","0.9078665375709534","0.9078665375709534","0.7921189069747925","0.7921189069747925","0.7921189069747925","94","94","94","0.829979658126831","0.829979658126831","0.829979658126831","0.7665712833404541","0.7665712833404541","0.7665712833404541","94","94","94","0.8166062235832214","0.8166062235832214","0.8166062235832214","0.7610639333724976","0.7610639333724976","0.7610639333724976","94","94","94","0.382692813873291","0.382692813873291","0.382692813873291","0.49795007705688477","0.49795007705688477","0.49795007705688477"
"96","95","95","95","0.7876771688461304","0.7876771688461304","0.7876771688461304","0.7987375259399414","0.7987375259399414","0.7987375259399414","95","95","95","0.9093763828277588","0.9093763828277588","0.9093763828277588","0.7799921035766602","0.7799921035766602","0.7799921035766602","95","95","95","0.8372853994369507","0.8372853994369507","0.8372853994369507","0.7671935558319092","0.7671935558319092","0.7671935558319092","95","95","95","0.8205766677856445","0.8205766677856445","0.8205766677856445","0.7574467062950134","0.7574467062950134","0.7574467062950134","95","95","95","0.3735233545303345","0.3735233545303345","0.3735233545303345","0.5576168298721313","0.5576168298721313","0.5576168298721313"
"97","96","96","96","0.7893682718276978","0.7893682718276978","0.7893682718276978","0.7937195897102356","0.7937195897102356","0.7937195897102356","96","96","96","0.9104167222976685","0.9104167222976685","0.9104167222976685","0.7894797325134277","0.7894797325134277","0.7894797325134277","96","96","96","0.8242098093032837","0.8242098093032837","0.8242098093032837","0.7160640954971313","0.7160640954971313","0.7160640954971313","96","96","96","0.816584587097168","0.816584587097168","0.816584587097168","0.7494822144508362","0.7494822144508362","0.7494822144508362","96","96","96","0.37563472986221313","0.37563472986221313","0.37563472986221313","0.48834890127182007","0.48834890127182007","0.48834890127182007"
"98","97","97","97","0.7901983857154846","0.7901983857154846","0.7901983857154846","0.75089031457901","0.75089031457901","0.75089031457901","97","97","97","0.910740077495575","0.910740077495575","0.910740077495575","0.7871863842010498","0.7871863842010498","0.7871863842010498","97","97","97","0.8318377137184143","0.8318377137184143","0.8318377137184143","0.7732524275779724","0.7732524275779724","0.7732524275779724","97","97","97","0.8131108283996582","0.8131108283996582","0.8131108283996582","0.713364839553833","0.713364839553833","0.713364839553833","97","97","97","0.3669176697731018","0.3669176697731018","0.3669176697731018","0.5381282567977905","0.5381282567977905","0.5381282567977905"
"99","98","98","98","0.7898898124694824","0.7898898124694824","0.7898898124694824","0.7934452295303345","0.7934452295303345","0.7934452295303345","98","98","98","0.9122942686080933","0.9122942686080933","0.9122942686080933","0.7631295919418335","0.7631295919418335","0.7631295919418335","98","98","98","0.8407459259033203","0.8407459259033203","0.8407459259033203","0.7382869720458984","0.7382869720458984","0.7382869720458984","98","98","98","0.8218252658843994","0.8218252658843994","0.8218252658843994","0.7627930641174316","0.7627930641174316","0.7627930641174316","98","98","98","0.3759201169013977","0.3759201169013977","0.3759201169013977","0.5206356048583984","0.5206356048583984","0.5206356048583984"
"100","99","99","99","0.7877639532089233","0.7877639532089233","0.7877639532089233","0.8046969175338745","0.8046969175338745","0.8046969175338745","99","99","99","0.91075199842453","0.91075199842453","0.91075199842453","0.7921907901763916","0.7921907901763916","0.7921907901763916","99","99","99","0.8353317975997925","0.8353317975997925","0.8353317975997925","0.7853467464447021","0.7853467464447021","0.7853467464447021","99","99","99","0.8251012563705444","0.8251012563705444","0.8251012563705444","0.7560058832168579","0.7560058832168579","0.7560058832168579","99","99","99","0.38478755950927734","0.38478755950927734","0.38478755950927734","0.5175365805625916","0.5175365805625916","0.5175365805625916"
"101","100","100","100","0.7932652235031128","0.7932652235031128","0.7932652235031128","0.8097569346427917","0.8097569346427917","0.8097569346427917","100","100","100","0.9176270365715027","0.9176270365715027","0.9176270365715027","0.7815413475036621","0.7815413475036621","0.7815413475036621","100","100","100","0.8407904505729675","0.8407904505729675","0.8407904505729675","0.7845962047576904","0.7845962047576904","0.7845962047576904","100","100","100","0.8238508701324463","0.8238508701324463","0.8238508701324463","0.7617024183273315","0.7617024183273315","0.7617024183273315","100","100","100","0.38301944732666016","0.38301944732666016","0.38301944732666016","0.5733270049095154","0.5733270049095154","0.5733270049095154"
"102","101","101","101","0.7952970862388611","0.7952970862388611","0.7952970862388611","0.8114506602287292","0.8114506602287292","0.8114506602287292","101","101","101","0.9128357172012329","0.9128357172012329","0.9128357172012329","0.7894672155380249","0.7894672155380249","0.7894672155380249","101","101","101","0.8270878791809082","0.8270878791809082","0.8270878791809082","0.7434802055358887","0.7434802055358887","0.7434802055358887","101","101","101","0.819939374923706","0.819939374923706","0.819939374923706","0.7096993923187256","0.7096993923187256","0.7096993923187256","101","101","101","0.3781549334526062","0.3781549334526062","0.3781549334526062","0.5613962411880493","0.5613962411880493","0.5613962411880493"
"103","102","102","102","0.7980992197990417","0.7980992197990417","0.7980992197990417","0.8113365769386292","0.8113365769386292","0.8113365769386292","102","102","102","0.9218751192092896","0.9218751192092896","0.9218751192092896","0.775348961353302","0.775348961353302","0.775348961353302","102","102","102","0.8359588384628296","0.8359588384628296","0.8359588384628296","0.7700839042663574","0.7700839042663574","0.7700839042663574","102","102","102","0.8308337926864624","0.8308337926864624","0.8308337926864624","0.7322406768798828","0.7322406768798828","0.7322406768798828","102","102","102","0.3855557441711426","0.3855557441711426","0.3855557441711426","0.6006910800933838","0.6006910800933838","0.6006910800933838"
"104","103","103","103","0.7944913506507874","0.7944913506507874","0.7944913506507874","0.7756638526916504","0.7756638526916504","0.7756638526916504","103","103","103","0.912527322769165","0.912527322769165","0.912527322769165","0.7897707223892212","0.7897707223892212","0.7897707223892212","103","103","103","0.8332328796386719","0.8332328796386719","0.8332328796386719","0.7788408994674683","0.7788408994674683","0.7788408994674683","103","103","103","0.8235594034194946","0.8235594034194946","0.8235594034194946","0.7435206174850464","0.7435206174850464","0.7435206174850464","103","103","103","0.3650292754173279","0.3650292754173279","0.3650292754173279","0.5759752988815308","0.5759752988815308","0.5759752988815308"
"105","104","104","104","0.7933762073516846","0.7933762073516846","0.7933762073516846","0.8125460147857666","0.8125460147857666","0.8125460147857666","104","104","104","0.914431095123291","0.914431095123291","0.914431095123291","0.775546669960022","0.775546669960022","0.775546669960022","104","104","104","0.8458004593849182","0.8458004593849182","0.8458004593849182","0.7812862396240234","0.7812862396240234","0.7812862396240234","104","104","104","0.831421434879303","0.831421434879303","0.831421434879303","0.7528611421585083","0.7528611421585083","0.7528611421585083","104","104","104","0.3669121265411377","0.3669121265411377","0.3669121265411377","0.5956348180770874","0.5956348180770874","0.5956348180770874"
"106","105","105","105","0.8022069334983826","0.8022069334983826","0.8022069334983826","0.7998939752578735","0.7998939752578735","0.7998939752578735","105","105","105","0.9159448146820068","0.9159448146820068","0.9159448146820068","0.7933397889137268","0.7933397889137268","0.7933397889137268","105","105","105","0.8454945087432861","0.8454945087432861","0.8454945087432861","0.7622026801109314","0.7622026801109314","0.7622026801109314","105","105","105","0.8359633684158325","0.8359633684158325","0.8359633684158325","0.7608321309089661","0.7608321309089661","0.7608321309089661","105","105","105","0.37216055393218994","0.37216055393218994","0.37216055393218994","0.4672039747238159","0.4672039747238159","0.4672039747238159"
"107","106","106","106","0.7984313368797302","0.7984313368797302","0.7984313368797302","0.7941388487815857","0.7941388487815857","0.7941388487815857","106","106","106","0.9165955185890198","0.9165955185890198","0.9165955185890198","0.7946138381958008","0.7946138381958008","0.7946138381958008","106","106","106","0.8314564228057861","0.8314564228057861","0.8314564228057861","0.7826240658760071","0.7826240658760071","0.7826240658760071","106","106","106","0.815047025680542","0.815047025680542","0.815047025680542","0.7365918159484863","0.7365918159484863","0.7365918159484863","106","106","106","0.3817098140716553","0.3817098140716553","0.3817098140716553","0.5267291069030762","0.5267291069030762","0.5267291069030762"
"108","107","107","107","0.7946222424507141","0.7946222424507141","0.7946222424507141","0.807127833366394","0.807127833366394","0.807127833366394","107","107","107","0.9073790907859802","0.9073790907859802","0.9073790907859802","0.7776500582695007","0.7776500582695007","0.7776500582695007","107","107","107","0.8435929417610168","0.8435929417610168","0.8435929417610168","0.7887283563613892","0.7887283563613892","0.7887283563613892","107","107","107","0.8237851858139038","0.8237851858139038","0.8237851858139038","0.7482558488845825","0.7482558488845825","0.7482558488845825","107","107","107","0.3687092661857605","0.3687092661857605","0.3687092661857605","0.5924884080886841","0.5924884080886841","0.5924884080886841"
"109","108","108","108","0.7955880761146545","0.7955880761146545","0.7955880761146545","0.7945634126663208","0.7945634126663208","0.7945634126663208","108","108","108","0.9094173312187195","0.9094173312187195","0.9094173312187195","0.7751939296722412","0.7751939296722412","0.7751939296722412","108","108","108","0.836885929107666","0.836885929107666","0.836885929107666","0.7695362567901611","0.7695362567901611","0.7695362567901611","108","108","108","0.8310161232948303","0.8310161232948303","0.8310161232948303","0.7689980268478394","0.7689980268478394","0.7689980268478394","108","108","108","0.35614365339279175","0.35614365339279175","0.35614365339279175","0.5003871917724609","0.5003871917724609","0.5003871917724609"
"110","109","109","109","0.8003286123275757","0.8003286123275757","0.8003286123275757","0.8146323561668396","0.8146323561668396","0.8146323561668396","109","109","109","0.9148299098014832","0.9148299098014832","0.9148299098014832","0.7744125723838806","0.7744125723838806","0.7744125723838806","109","109","109","0.8382365703582764","0.8382365703582764","0.8382365703582764","0.7497180700302124","0.7497180700302124","0.7497180700302124","109","109","109","0.8281123042106628","0.8281123042106628","0.8281123042106628","0.7580896615982056","0.7580896615982056","0.7580896615982056","109","109","109","0.37977492809295654","0.37977492809295654","0.37977492809295654","0.5328677892684937","0.5328677892684937","0.5328677892684937"
"111","110","110","110","0.798460066318512","0.798460066318512","0.798460066318512","0.7959256768226624","0.7959256768226624","0.7959256768226624","110","110","110","0.915819525718689","0.915819525718689","0.915819525718689","0.7678458094596863","0.7678458094596863","0.7678458094596863","110","110","110","0.8335803747177124","0.8335803747177124","0.8335803747177124","0.7694374918937683","0.7694374918937683","0.7694374918937683","110","110","110","0.8330233097076416","0.8330233097076416","0.8330233097076416","0.7652220129966736","0.7652220129966736","0.7652220129966736","110","110","110","0.37901484966278076","0.37901484966278076","0.37901484966278076","0.49945002794265747","0.49945002794265747","0.49945002794265747"
"112","111","111","111","0.7930112481117249","0.7930112481117249","0.7930112481117249","0.8024985194206238","0.8024985194206238","0.8024985194206238","111","111","111","0.915749192237854","0.915749192237854","0.915749192237854","0.7693208456039429","0.7693208456039429","0.7693208456039429","111","111","111","0.839154839515686","0.839154839515686","0.839154839515686","0.7674899697303772","0.7674899697303772","0.7674899697303772","111","111","111","0.8316667675971985","0.8316667675971985","0.8316667675971985","0.7527205348014832","0.7527205348014832","0.7527205348014832","111","111","111","0.37447303533554077","0.37447303533554077","0.37447303533554077","0.5554426312446594","0.5554426312446594","0.5554426312446594"
"113","112","112","112","0.8080346584320068","0.8080346584320068","0.8080346584320068","0.8093240857124329","0.8093240857124329","0.8093240857124329","112","112","112","0.9208078384399414","0.9208078384399414","0.9208078384399414","0.7710009217262268","0.7710009217262268","0.7710009217262268","112","112","112","0.8361390829086304","0.8361390829086304","0.8361390829086304","0.7286608815193176","0.7286608815193176","0.7286608815193176","112","112","112","0.8276433944702148","0.8276433944702148","0.8276433944702148","0.7553061246871948","0.7553061246871948","0.7553061246871948","112","112","112","0.3823673129081726","0.3823673129081726","0.3823673129081726","0.49567049741744995","0.49567049741744995","0.49567049741744995"
"114","113","113","113","0.8025603294372559","0.8025603294372559","0.8025603294372559","0.8118192553520203","0.8118192553520203","0.8118192553520203","113","113","113","0.9221406579017639","0.9221406579017639","0.9221406579017639","0.7802374958992004","0.7802374958992004","0.7802374958992004","113","113","113","0.843008279800415","0.843008279800415","0.843008279800415","0.7884848713874817","0.7884848713874817","0.7884848713874817","113","113","113","0.8295222520828247","0.8295222520828247","0.8295222520828247","0.7588173747062683","0.7588173747062683","0.7588173747062683","113","113","113","0.3783073425292969","0.3783073425292969","0.3783073425292969","0.568317174911499","0.568317174911499","0.568317174911499"
"115","114","114","114","0.8079996705055237","0.8079996705055237","0.8079996705055237","0.8039007186889648","0.8039007186889648","0.8039007186889648","114","114","114","0.9261529445648193","0.9261529445648193","0.9261529445648193","0.7821391820907593","0.7821391820907593","0.7821391820907593","114","114","114","0.8393458127975464","0.8393458127975464","0.8393458127975464","0.7443620562553406","0.7443620562553406","0.7443620562553406","114","114","114","0.8281968832015991","0.8281968832015991","0.8281968832015991","0.7481912970542908","0.7481912970542908","0.7481912970542908","114","114","114","0.37331998348236084","0.37331998348236084","0.37331998348236084","0.4673863649368286","0.4673863649368286","0.4673863649368286"
"116","115","115","115","0.7980533838272095","0.7980533838272095","0.7980533838272095","0.8111732006072998","0.8111732006072998","0.8111732006072998","115","115","115","0.9218188524246216","0.9218188524246216","0.9218188524246216","0.7795670032501221","0.7795670032501221","0.7795670032501221","115","115","115","0.8406083583831787","0.8406083583831787","0.8406083583831787","0.7828946113586426","0.7828946113586426","0.7828946113586426","115","115","115","0.8322979211807251","0.8322979211807251","0.8322979211807251","0.7415530681610107","0.7415530681610107","0.7415530681610107","115","115","115","0.38687247037887573","0.38687247037887573","0.38687247037887573","0.5273904800415039","0.5273904800415039","0.5273904800415039"
"117","116","116","116","0.8020294904708862","0.8020294904708862","0.8020294904708862","0.8100963830947876","0.8100963830947876","0.8100963830947876","116","116","116","0.9164521098136902","0.9164521098136902","0.9164521098136902","0.7828055620193481","0.7828055620193481","0.7828055620193481","116","116","116","0.8349336385726929","0.8349336385726929","0.8349336385726929","0.7726997137069702","0.7726997137069702","0.7726997137069702","116","116","116","0.8232731223106384","0.8232731223106384","0.8232731223106384","0.7234160900115967","0.7234160900115967","0.7234160900115967","116","116","116","0.3665164113044739","0.3665164113044739","0.3665164113044739","0.5223424434661865","0.5223424434661865","0.5223424434661865"
"118","117","117","117","0.8072620034217834","0.8072620034217834","0.8072620034217834","0.8015312552452087","0.8015312552452087","0.8015312552452087","117","117","117","0.923485517501831","0.923485517501831","0.923485517501831","0.7803592085838318","0.7803592085838318","0.7803592085838318","117","117","117","0.8409935235977173","0.8409935235977173","0.8409935235977173","0.7703016996383667","0.7703016996383667","0.7703016996383667","117","117","117","0.8283794522285461","0.8283794522285461","0.8283794522285461","0.7541079521179199","0.7541079521179199","0.7541079521179199","117","117","117","0.36102205514907837","0.36102205514907837","0.36102205514907837","0.4964269995689392","0.4964269995689392","0.4964269995689392"
"119","118","118","118","0.8063716292381287","0.8063716292381287","0.8063716292381287","0.8153560161590576","0.8153560161590576","0.8153560161590576","118","118","118","0.9216082692146301","0.9216082692146301","0.9216082692146301","0.7905183434486389","0.7905183434486389","0.7905183434486389","118","118","118","0.8482979536056519","0.8482979536056519","0.8482979536056519","0.7848972678184509","0.7848972678184509","0.7848972678184509","118","118","118","0.8317136764526367","0.8317136764526367","0.8317136764526367","0.7452012896537781","0.7452012896537781","0.7452012896537781","118","118","118","0.3709603548049927","0.3709603548049927","0.3709603548049927","0.5076503753662109","0.5076503753662109","0.5076503753662109"
"120","119","119","119","0.8110784888267517","0.8110784888267517","0.8110784888267517","0.8062070608139038","0.8062070608139038","0.8062070608139038","119","119","119","0.9279856085777283","0.9279856085777283","0.9279856085777283","0.7878549098968506","0.7878549098968506","0.7878549098968506","119","119","119","0.8398233652114868","0.8398233652114868","0.8398233652114868","0.7827392816543579","0.7827392816543579","0.7827392816543579","119","119","119","0.8236097097396851","0.8236097097396851","0.8236097097396851","0.7476174831390381","0.7476174831390381","0.7476174831390381","119","119","119","0.38222408294677734","0.38222408294677734","0.38222408294677734","0.5842921733856201","0.5842921733856201","0.5842921733856201"
"121","120","120","120","0.7933379411697388","0.7933379411697388","0.7933379411697388","0.7990589141845703","0.7990589141845703","0.7990589141845703","120","120","120","0.9214584231376648","0.9214584231376648","0.9214584231376648","0.7488383054733276","0.7488383054733276","0.7488383054733276","120","120","120","0.8455778360366821","0.8455778360366821","0.8455778360366821","0.7694106101989746","0.7694106101989746","0.7694106101989746","120","120","120","0.8278318643569946","0.8278318643569946","0.8278318643569946","0.7623366713523865","0.7623366713523865","0.7623366713523865","120","120","120","0.37512022256851196","0.37512022256851196","0.37512022256851196","0.439781129360199","0.439781129360199","0.439781129360199"
"122","121","121","121","0.8055849075317383","0.8055849075317383","0.8055849075317383","0.7939318418502808","0.7939318418502808","0.7939318418502808","121","121","121","0.9233357906341553","0.9233357906341553","0.9233357906341553","0.7860154509544373","0.7860154509544373","0.7860154509544373","121","121","121","0.8474275469779968","0.8474275469779968","0.8474275469779968","0.7669302821159363","0.7669302821159363","0.7669302821159363","121","121","121","0.8360914587974548","0.8360914587974548","0.8360914587974548","0.712236762046814","0.712236762046814","0.712236762046814","121","121","121","0.37929338216781616","0.37929338216781616","0.37929338216781616","0.5403908491134644","0.5403908491134644","0.5403908491134644"
"123","122","122","122","0.8102234601974487","0.8102234601974487","0.8102234601974487","0.8062147498130798","0.8062147498130798","0.8062147498130798","122","122","122","0.9261297583580017","0.9261297583580017","0.9261297583580017","0.7706883549690247","0.7706883549690247","0.7706883549690247","122","122","122","0.8419283628463745","0.8419283628463745","0.8419283628463745","0.7697628140449524","0.7697628140449524","0.7697628140449524","122","122","122","0.8341027498245239","0.8341027498245239","0.8341027498245239","0.7255802154541016","0.7255802154541016","0.7255802154541016","122","122","122","0.368949294090271","0.368949294090271","0.368949294090271","0.561371922492981","0.561371922492981","0.561371922492981"
"124","123","123","123","0.8103134036064148","0.8103134036064148","0.8103134036064148","0.8017654418945312","0.8017654418945312","0.8017654418945312","123","123","123","0.9277474284172058","0.9277474284172058","0.9277474284172058","0.7646101713180542","0.7646101713180542","0.7646101713180542","123","123","123","0.8470230102539062","0.8470230102539062","0.8470230102539062","0.7646493911743164","0.7646493911743164","0.7646493911743164","123","123","123","0.8372080326080322","0.8372080326080322","0.8372080326080322","0.7155927419662476","0.7155927419662476","0.7155927419662476","123","123","123","0.3730539083480835","0.3730539083480835","0.3730539083480835","0.4857381582260132","0.4857381582260132","0.4857381582260132"
"125","124","124","124","0.8110784292221069","0.8110784292221069","0.8110784292221069","0.8074806928634644","0.8074806928634644","0.8074806928634644","124","124","124","0.9247204065322876","0.9247204065322876","0.9247204065322876","0.781351625919342","0.781351625919342","0.781351625919342","124","124","124","0.8445315361022949","0.8445315361022949","0.8445315361022949","0.76368248462677","0.76368248462677","0.76368248462677","124","124","124","0.8309333920478821","0.8309333920478821","0.8309333920478821","0.7334551215171814","0.7334551215171814","0.7334551215171814","124","124","124","0.37686359882354736","0.37686359882354736","0.37686359882354736","0.5782637596130371","0.5782637596130371","0.5782637596130371"
"126","125","125","125","0.8146092295646667","0.8146092295646667","0.8146092295646667","0.7876229286193848","0.7876229286193848","0.7876229286193848","125","125","125","0.9272946715354919","0.9272946715354919","0.9272946715354919","0.7652504444122314","0.7652504444122314","0.7652504444122314","125","125","125","0.8403803706169128","0.8403803706169128","0.8403803706169128","0.7778363823890686","0.7778363823890686","0.7778363823890686","125","125","125","0.8267704248428345","0.8267704248428345","0.8267704248428345","0.746477484703064","0.746477484703064","0.746477484703064","125","125","125","0.3759295344352722","0.3759295344352722","0.3759295344352722","0.5162134170532227","0.5162134170532227","0.5162134170532227"
