Protein,species,asymptote,mid,m,Tm,r2
G5EA30_CELF1,Homo sapiens K562 lysate,0.10551394477293854,48.213706334801834,1903.1735509034481,48.52160922821349,0.9855745800248324
G5EA30,Homo sapiens K562 lysate,0.08712146144492819,45.21202363274316,862.3460407425544,45.67853073581642,0.9992119776410517
G8JLB6_HNRNPH1,Homo sapiens K562 lysate,0.12199736108234899,48.865266608927065,1029.2939675448215,49.53496051539389,0.9932459385126364
G8JLB6,Homo sapiens K562 lysate,0.06422319671155066,46.2768571687929,873.7337104384876,46.62384271163836,0.9991405311546474
H0YMV8_RPS27L,Homo sapiens K562 lysate,0.2499087644708327,46.126343869229956,614.4764725868139,48.67066769889464,0.9826361606713118
H0YMV8,Homo sapiens K562 lysate,0.4144608956094218,53.280029762017584,1001.2441193678123,58.82318164786985,0.9806358336840555
H3BLZ8_DDX17,Homo sapiens K562 lysate,0.11663781437328141,46.80210910220409,841.4749944299579,47.5152775604255,0.987310456364177
H3BLZ8,Homo sapiens K562 lysate,0.13294684544710678,49.33976467691842,1236.6085245682566,49.957512644307045,0.9982986954858292
H3BP13_TRAPPC2L,Homo sapiens K562 lysate,0.23534842062914835,51.51504687693188,2148.954729588087,52.346623974176346,0.9571263586700611
H3BP13,Homo sapiens K562 lysate,0.07971664810258808,49.26501262340407,936.6758772013425,49.725468696349914,0.998484430690819
H3BP20_HEXA,Homo sapiens K562 lysate,0.12990518974915727,53.91833553824875,1500.2066845131192,54.52153767186,0.9825884089140391
H3BP20,Homo sapiens K562 lysate,0.1753274937724182,54.25052332852453,1790.3722768844236,54.971301474999,0.9946906500169912
H3BSW6_CTU2,Homo sapiens K562 lysate,0.2151864048945307,47.330476650809324,898.5415962133753,48.78776649300212,0.9902582983031751
H3BSW6,Homo sapiens K562 lysate,0.09985815837742161,49.159645117393545,811.1725670855502,49.836951163068086,0.9982037032164032
H7BXH9_METTL21A,Homo sapiens K562 lysate,0.26816998358184907,48.01016169764644,733.5728819809555,50.57079669694675,0.958220798071413
H7BXH9,Homo sapiens K562 lysate,0.1855335328848906,53.05578121198562,1402.7327600387332,54.00325388379638,0.9955956357072029
H7BY58_PCMT1,Homo sapiens K562 lysate,0.09555578257847355,50.44741453595769,1595.9504945025956,50.79352076883931,0.9891998182076251
H7BY58,Homo sapiens K562 lysate,0.12113818073129645,51.98323351783219,1688.1146370691683,52.44712226606944,0.9986046458739285
I3L0E3_MRPS17,Homo sapiens K562 lysate,0.07419839988341442,46.83299368183823,1554.6802893632105,47.06552578290549,0.9882458113495232
I3L0E3,Homo sapiens K562 lysate,0.09321873108763674,48.80860707672751,811.8585037192112,49.43108334886182,0.9977649511077397
I3L2B0_CLUH,Homo sapiens K562 lysate,0.17955678496211802,46.43286155305962,1133.0817005747836,47.31277274038674,0.9929199972139893
I3L2B0,Homo sapiens K562 lysate,0.11446073209495651,48.70391170448766,1230.9935014908838,49.220874622770204,0.9959727487754655
I3L448_ATPAF1,Homo sapiens K562 lysate,0.17864477320765626,54.98447012175973,947.9107492486904,56.44400082756485,0.9780581472302506
I3L448,Homo sapiens K562 lysate,0.17867004382154708,52.73529035599286,1043.5388365142833,53.943194234784265,0.9886018121738984
J3KN16_KIAA0368,Homo sapiens K562 lysate,0.17196898553522322,47.30988927807372,1134.091209707679,48.16783751982299,0.9945959608626426
J3KN16,Homo sapiens K562 lysate,0.09186864322875256,48.31065252508775,1150.588192302714,48.73315093308702,0.9986769585985436
J3KN32_RCOR1,Homo sapiens K562 lysate,0.12680068616091486,46.68850397491022,1306.378239180738,47.19380965399767,0.9975804108689482
J3KN32,Homo sapiens K562 lysate,0.07447818497413443,47.87241011676872,884.845007603107,48.30228586328832,0.9981074675001232
J3KN59_BNIP2,Homo sapiens K562 lysate,1.651913601938661e-16,55.46093785258794,597.7070376804674,55.465471963063955,0.983100046068059
