"epoch","1-graph - _step","1-graph - _step__MIN","1-graph - _step__MAX","1-graph - train.r2","1-graph - train.r2__MIN","1-graph - train.r2__MAX","1-graph - valid.r2","1-graph - valid.r2__MIN","1-graph - valid.r2__MAX","2-str-0 - _step","2-str-0 - _step__MIN","2-str-0 - _step__MAX","2-str-0 - train.r2","2-str-0 - train.r2__MIN","2-str-0 - train.r2__MAX","2-str-0 - valid.r2","2-str-0 - valid.r2__MIN","2-str-0 - valid.r2__MAX","only_backbone - _step","only_backbone - _step__MIN","only_backbone - _step__MAX","only_backbone - train.r2","only_backbone - train.r2__MIN","only_backbone - train.r2__MAX","only_backbone - valid.r2","only_backbone - valid.r2__MIN","only_backbone - valid.r2__MAX","baseline_e - _step","baseline_e - _step__MIN","baseline_e - _step__MAX","baseline_e - train.r2","baseline_e - train.r2__MIN","baseline_e - train.r2__MAX","baseline_e - valid.r2","baseline_e - valid.r2__MIN","baseline_e - valid.r2__MAX","0-ogt - _step","0-ogt - _step__MIN","0-ogt - _step__MAX","0-ogt - train.r2","0-ogt - train.r2__MIN","0-ogt - train.r2__MAX","0-ogt - valid.r2","0-ogt - valid.r2__MIN","0-ogt - valid.r2__MAX"
"43","42","42","42","0.7622402310371399","0.7622402310371399","0.7622402310371399","0.8014837503433228","0.8014837503433228","0.8014837503433228","42","42","42","0.7170165777206421","0.7170165777206421","0.7170165777206421","0.78071528673172","0.78071528673172","0.78071528673172","42","42","42","0.662746012210846","0.662746012210846","0.662746012210846","0.7662453055381775","0.7662453055381775","0.7662453055381775","42","42","42","0.3639591336250305","0.3639591336250305","0.3639591336250305","0.5183811187744141","0.5183811187744141","0.5183811187744141","42","42","42","0.3705682158470154","0.3705682158470154","0.3705682158470154","0.4560125470161438","0.4560125470161438","0.4560125470161438"
"44","43","43","43","0.7668795585632324","0.7668795585632324","0.7668795585632324","0.7903575897216797","0.7903575897216797","0.7903575897216797","43","43","43","0.7267016172409058","0.7267016172409058","0.7267016172409058","0.7758201360702515","0.7758201360702515","0.7758201360702515","43","43","43","0.662793755531311","0.662793755531311","0.662793755531311","0.7600494623184204","0.7600494623184204","0.7600494623184204","43","43","43","0.38900041580200195","0.38900041580200195","0.38900041580200195","0.604651927947998","0.604651927947998","0.604651927947998","43","43","43","0.36397087574005127","0.36397087574005127","0.36397087574005127","0.5108743906021118","0.5108743906021118","0.5108743906021118"
"45","44","44","44","0.7703371047973633","0.7703371047973633","0.7703371047973633","0.7875648140907288","0.7875648140907288","0.7875648140907288","44","44","44","0.7351664304733276","0.7351664304733276","0.7351664304733276","0.7678049802780151","0.7678049802780151","0.7678049802780151","44","44","44","0.6747968196868896","0.6747968196868896","0.6747968196868896","0.7598410844802856","0.7598410844802856","0.7598410844802856","44","44","44","0.38839203119277954","0.38839203119277954","0.38839203119277954","0.5414290428161621","0.5414290428161621","0.5414290428161621","44","44","44","0.3739367127418518","0.3739367127418518","0.3739367127418518","0.4207591414451599","0.4207591414451599","0.4207591414451599"
"46","45","45","45","0.771218478679657","0.771218478679657","0.771218478679657","0.7885922193527222","0.7885922193527222","0.7885922193527222","45","45","45","0.7214688658714294","0.7214688658714294","0.7214688658714294","0.7286036014556885","0.7286036014556885","0.7286036014556885","45","45","45","0.6669362783432007","0.6669362783432007","0.6669362783432007","0.755870521068573","0.755870521068573","0.755870521068573","45","45","45","0.38895684480667114","0.38895684480667114","0.38895684480667114","0.5562245845794678","0.5562245845794678","0.5562245845794678","45","45","45","0.3812490701675415","0.3812490701675415","0.3812490701675415","0.4367741346359253","0.4367741346359253","0.4367741346359253"
"47","46","46","46","0.7695319056510925","0.7695319056510925","0.7695319056510925","0.797622799873352","0.797622799873352","0.797622799873352","46","46","46","0.7219645380973816","0.7219645380973816","0.7219645380973816","0.7678142189979553","0.7678142189979553","0.7678142189979553","46","46","46","0.6651942133903503","0.6651942133903503","0.6651942133903503","0.7426222562789917","0.7426222562789917","0.7426222562789917","46","46","46","0.3848124146461487","0.3848124146461487","0.3848124146461487","0.6213317513465881","0.6213317513465881","0.6213317513465881","46","46","46","0.3713173270225525","0.3713173270225525","0.3713173270225525","0.5382065773010254","0.5382065773010254","0.5382065773010254"
"48","47","47","47","0.7691928148269653","0.7691928148269653","0.7691928148269653","0.7760105133056641","0.7760105133056641","0.7760105133056641","47","47","47","0.7321810722351074","0.7321810722351074","0.7321810722351074","0.7725245952606201","0.7725245952606201","0.7725245952606201","47","47","47","0.6687895059585571","0.6687895059585571","0.6687895059585571","0.793739914894104","0.793739914894104","0.793739914894104","47","47","47","0.41149693727493286","0.41149693727493286","0.41149693727493286","0.6189464330673218","0.6189464330673218","0.6189464330673218","47","47","47","0.36372387409210205","0.36372387409210205","0.36372387409210205","0.4506525993347168","0.4506525993347168","0.4506525993347168"
"49","48","48","48","0.7735903263092041","0.7735903263092041","0.7735903263092041","0.7969818711280823","0.7969818711280823","0.7969818711280823","48","48","48","0.7227071523666382","0.7227071523666382","0.7227071523666382","0.7849594354629517","0.7849594354629517","0.7849594354629517","48","48","48","0.6616178154945374","0.6616178154945374","0.6616178154945374","0.7642037868499756","0.7642037868499756","0.7642037868499756","48","48","48","0.39025795459747314","0.39025795459747314","0.39025795459747314","0.5643836259841919","0.5643836259841919","0.5643836259841919","48","48","48","0.377785861492157","0.377785861492157","0.377785861492157","0.49982303380966187","0.49982303380966187","0.49982303380966187"
"50","49","49","49","0.7702006101608276","0.7702006101608276","0.7702006101608276","0.7818725109100342","0.7818725109100342","0.7818725109100342","49","49","49","0.7201681137084961","0.7201681137084961","0.7201681137084961","0.7864103317260742","0.7864103317260742","0.7864103317260742","49","49","49","0.6642053723335266","0.6642053723335266","0.6642053723335266","0.7634366154670715","0.7634366154670715","0.7634366154670715","49","49","49","0.38060247898101807","0.38060247898101807","0.38060247898101807","0.5246849060058594","0.5246849060058594","0.5246849060058594","49","49","49","0.3821229338645935","0.3821229338645935","0.3821229338645935","0.36561691761016846","0.36561691761016846","0.36561691761016846"
"51","50","50","50","0.7782918810844421","0.7782918810844421","0.7782918810844421","0.7641369700431824","0.7641369700431824","0.7641369700431824","50","50","50","0.7318058013916016","0.7318058013916016","0.7318058013916016","0.7482560873031616","0.7482560873031616","0.7482560873031616","50","50","50","0.6641926765441895","0.6641926765441895","0.6641926765441895","0.6789519786834717","0.6789519786834717","0.6789519786834717","50","50","50","0.36957401037216187","0.36957401037216187","0.36957401037216187","0.5958899259567261","0.5958899259567261","0.5958899259567261","50","50","50","0.35947978496551514","0.35947978496551514","0.35947978496551514","0.42991572618484497","0.42991572618484497","0.42991572618484497"
"52","51","51","51","0.7710769772529602","0.7710769772529602","0.7710769772529602","0.7953259944915771","0.7953259944915771","0.7953259944915771","51","51","51","0.7258560061454773","0.7258560061454773","0.7258560061454773","0.7769262194633484","0.7769262194633484","0.7769262194633484","51","51","51","0.6678943634033203","0.6678943634033203","0.6678943634033203","0.7564296722412109","0.7564296722412109","0.7564296722412109","51","51","51","0.38644272089004517","0.38644272089004517","0.38644272089004517","0.5527293682098389","0.5527293682098389","0.5527293682098389","51","51","51","0.37513941526412964","0.37513941526412964","0.37513941526412964","0.4887651205062866","0.4887651205062866","0.4887651205062866"
"53","52","52","52","0.7802140116691589","0.7802140116691589","0.7802140116691589","0.7705057263374329","0.7705057263374329","0.7705057263374329","52","52","52","0.734756588935852","0.734756588935852","0.734756588935852","0.7353259325027466","0.7353259325027466","0.7353259325027466","52","52","52","0.6700022220611572","0.6700022220611572","0.6700022220611572","0.7787809371948242","0.7787809371948242","0.7787809371948242","52","52","52","0.3649824857711792","0.3649824857711792","0.3649824857711792","0.5993911027908325","0.5993911027908325","0.5993911027908325","52","52","52","0.3864474892616272","0.3864474892616272","0.3864474892616272","0.3862597942352295","0.3862597942352295","0.3862597942352295"
"54","53","53","53","0.7835925221443176","0.7835925221443176","0.7835925221443176","0.7908738255500793","0.7908738255500793","0.7908738255500793","53","53","53","0.7339311838150024","0.7339311838150024","0.7339311838150024","0.7743210792541504","0.7743210792541504","0.7743210792541504","53","53","53","0.6652929782867432","0.6652929782867432","0.6652929782867432","0.7717815637588501","0.7717815637588501","0.7717815637588501","53","53","53","0.38851338624954224","0.38851338624954224","0.38851338624954224","0.5782452821731567","0.5782452821731567","0.5782452821731567","53","53","53","0.36866629123687744","0.36866629123687744","0.36866629123687744","0.4441685080528259","0.4441685080528259","0.4441685080528259"
"55","54","54","54","0.7829653024673462","0.7829653024673462","0.7829653024673462","0.7943033576011658","0.7943033576011658","0.7943033576011658","54","54","54","0.7353754639625549","0.7353754639625549","0.7353754639625549","0.7500534057617188","0.7500534057617188","0.7500534057617188","54","54","54","0.6612550020217896","0.6612550020217896","0.6612550020217896","0.7874084115028381","0.7874084115028381","0.7874084115028381","54","54","54","0.34348928928375244","0.34348928928375244","0.34348928928375244","0.5862551331520081","0.5862551331520081","0.5862551331520081","54","54","54","0.36334431171417236","0.36334431171417236","0.36334431171417236","0.3811805248260498","0.3811805248260498","0.3811805248260498"
"56","55","55","55","0.7850924134254456","0.7850924134254456","0.7850924134254456","0.7623348832130432","0.7623348832130432","0.7623348832130432","55","55","55","0.7377313375473022","0.7377313375473022","0.7377313375473022","0.8045276403427124","0.8045276403427124","0.8045276403427124","55","55","55","0.6705607175827026","0.6705607175827026","0.6705607175827026","0.7755918502807617","0.7755918502807617","0.7755918502807617","55","55","55","0.38313162326812744","0.38313162326812744","0.38313162326812744","0.5321216583251953","0.5321216583251953","0.5321216583251953","55","55","55","0.3712184429168701","0.3712184429168701","0.3712184429168701","0.44729048013687134","0.44729048013687134","0.44729048013687134"
"57","56","56","56","0.7878988981246948","0.7878988981246948","0.7878988981246948","0.7787096500396729","0.7787096500396729","0.7787096500396729","56","56","56","0.7542593479156494","0.7542593479156494","0.7542593479156494","0.774134635925293","0.774134635925293","0.774134635925293","56","56","56","0.6766213178634644","0.6766213178634644","0.6766213178634644","0.764610230922699","0.764610230922699","0.764610230922699","56","56","56","0.3777986764907837","0.3777986764907837","0.3777986764907837","0.5751875638961792","0.5751875638961792","0.5751875638961792","56","56","56","0.3781786561012268","0.3781786561012268","0.3781786561012268","0.31566524505615234","0.31566524505615234","0.31566524505615234"
"58","57","57","57","0.7925870418548584","0.7925870418548584","0.7925870418548584","0.7831488847732544","0.7831488847732544","0.7831488847732544","57","57","57","0.7456733584403992","0.7456733584403992","0.7456733584403992","0.787696897983551","0.787696897983551","0.787696897983551","57","57","57","0.6759849190711975","0.6759849190711975","0.6759849190711975","0.7660518288612366","0.7660518288612366","0.7660518288612366","57","57","57","0.38721561431884766","0.38721561431884766","0.38721561431884766","0.5421866178512573","0.5421866178512573","0.5421866178512573","57","57","57","0.37296760082244873","0.37296760082244873","0.37296760082244873","0.42029792070388794","0.42029792070388794","0.42029792070388794"
"59","58","58","58","0.7825713157653809","0.7825713157653809","0.7825713157653809","0.7886124849319458","0.7886124849319458","0.7886124849319458","58","58","58","0.7449356913566589","0.7449356913566589","0.7449356913566589","0.790766716003418","0.790766716003418","0.790766716003418","58","58","58","0.6775796413421631","0.6775796413421631","0.6775796413421631","0.7841134667396545","0.7841134667396545","0.7841134667396545","58","58","58","0.37409740686416626","0.37409740686416626","0.37409740686416626","0.5376778841018677","0.5376778841018677","0.5376778841018677","58","58","58","0.36807894706726074","0.36807894706726074","0.36807894706726074","0.3367230296134949","0.3367230296134949","0.3367230296134949"
"60","59","59","59","0.7868251204490662","0.7868251204490662","0.7868251204490662","0.7746317386627197","0.7746317386627197","0.7746317386627197","59","59","59","0.7453818321228027","0.7453818321228027","0.7453818321228027","0.7694541811943054","0.7694541811943054","0.7694541811943054","59","59","59","0.6763321161270142","0.6763321161270142","0.6763321161270142","0.792556643486023","0.792556643486023","0.792556643486023","59","59","59","0.3807193636894226","0.3807193636894226","0.3807193636894226","0.5807896852493286","0.5807896852493286","0.5807896852493286","59","59","59","0.37253063917160034","0.37253063917160034","0.37253063917160034","0.39744776487350464","0.39744776487350464","0.39744776487350464"
"61","60","60","60","0.7874100208282471","0.7874100208282471","0.7874100208282471","0.79583340883255","0.79583340883255","0.79583340883255","60","60","60","0.747348427772522","0.747348427772522","0.747348427772522","0.7913813591003418","0.7913813591003418","0.7913813591003418","60","60","60","0.6778064370155334","0.6778064370155334","0.6778064370155334","0.788992702960968","0.788992702960968","0.788992702960968","60","60","60","0.3776348829269409","0.3776348829269409","0.3776348829269409","0.5848445892333984","0.5848445892333984","0.5848445892333984","60","60","60","0.37014907598495483","0.37014907598495483","0.37014907598495483","0.36491042375564575","0.36491042375564575","0.36491042375564575"
"62","61","61","61","0.8028496503829956","0.8028496503829956","0.8028496503829956","0.7670983076095581","0.7670983076095581","0.7670983076095581","61","61","61","0.7567107081413269","0.7567107081413269","0.7567107081413269","0.7576470375061035","0.7576470375061035","0.7576470375061035","61","61","61","0.6879614591598511","0.6879614591598511","0.6879614591598511","0.778702974319458","0.778702974319458","0.778702974319458","61","61","61","0.3900810480117798","0.3900810480117798","0.3900810480117798","0.5783005952835083","0.5783005952835083","0.5783005952835083","61","61","61","0.3789557218551636","0.3789557218551636","0.3789557218551636","0.4313351511955261","0.4313351511955261","0.4313351511955261"
"63","62","62","62","0.797272801399231","0.797272801399231","0.797272801399231","0.794119119644165","0.794119119644165","0.794119119644165","62","62","62","0.7524411678314209","0.7524411678314209","0.7524411678314209","0.7897233963012695","0.7897233963012695","0.7897233963012695","62","62","62","0.677776575088501","0.677776575088501","0.677776575088501","0.789604902267456","0.789604902267456","0.789604902267456","62","62","62","0.3923717737197876","0.3923717737197876","0.3923717737197876","0.6002784967422485","0.6002784967422485","0.6002784967422485","62","62","62","0.3792242407798767","0.3792242407798767","0.3792242407798767","0.4426775574684143","0.4426775574684143","0.4426775574684143"
"64","63","63","63","0.8082690238952637","0.8082690238952637","0.8082690238952637","0.8012323379516602","0.8012323379516602","0.8012323379516602","63","63","63","0.7552211284637451","0.7552211284637451","0.7552211284637451","0.7947490215301514","0.7947490215301514","0.7947490215301514","63","63","63","0.6792919635772705","0.6792919635772705","0.6792919635772705","0.7701147794723511","0.7701147794723511","0.7701147794723511","63","63","63","0.382962703704834","0.382962703704834","0.382962703704834","0.5929281115531921","0.5929281115531921","0.5929281115531921","63","63","63","0.38004058599472046","0.38004058599472046","0.38004058599472046","0.35247868299484253","0.35247868299484253","0.35247868299484253"
"65","64","64","64","0.7963104248046875","0.7963104248046875","0.7963104248046875","0.8048619627952576","0.8048619627952576","0.8048619627952576","64","64","64","0.7495589256286621","0.7495589256286621","0.7495589256286621","0.7508049011230469","0.7508049011230469","0.7508049011230469","64","64","64","0.6829078197479248","0.6829078197479248","0.6829078197479248","0.7685291767120361","0.7685291767120361","0.7685291767120361","64","64","64","0.37640297412872314","0.37640297412872314","0.37640297412872314","0.5684535503387451","0.5684535503387451","0.5684535503387451","64","64","64","0.3648928999900818","0.3648928999900818","0.3648928999900818","0.4021907448768616","0.4021907448768616","0.4021907448768616"
"66","65","65","65","0.7999910712242126","0.7999910712242126","0.7999910712242126","0.785564661026001","0.785564661026001","0.785564661026001","65","65","65","0.7552689909934998","0.7552689909934998","0.7552689909934998","0.7872868180274963","0.7872868180274963","0.7872868180274963","65","65","65","0.6828066110610962","0.6828066110610962","0.6828066110610962","0.7149368524551392","0.7149368524551392","0.7149368524551392","65","65","65","0.38760489225387573","0.38760489225387573","0.38760489225387573","0.6015421748161316","0.6015421748161316","0.6015421748161316","65","65","65","0.36071038246154785","0.36071038246154785","0.36071038246154785","0.39899176359176636","0.39899176359176636","0.39899176359176636"
"67","66","66","66","0.8079271912574768","0.8079271912574768","0.8079271912574768","0.7375730872154236","0.7375730872154236","0.7375730872154236","66","66","66","0.7554263472557068","0.7554263472557068","0.7554263472557068","0.776141881942749","0.776141881942749","0.776141881942749","66","66","66","0.6903019547462463","0.6903019547462463","0.6903019547462463","0.7807096242904663","0.7807096242904663","0.7807096242904663","66","66","66","0.37849295139312744","0.37849295139312744","0.37849295139312744","0.4755392074584961","0.4755392074584961","0.4755392074584961","66","66","66","0.36072683334350586","0.36072683334350586","0.36072683334350586","0.555206298828125","0.555206298828125","0.555206298828125"
"68","67","67","67","0.801909327507019","0.801909327507019","0.801909327507019","0.7914310693740845","0.7914310693740845","0.7914310693740845","67","67","67","0.7525733709335327","0.7525733709335327","0.7525733709335327","0.7600170373916626","0.7600170373916626","0.7600170373916626","67","67","67","0.6793094873428345","0.6793094873428345","0.6793094873428345","0.7782897353172302","0.7782897353172302","0.7782897353172302","67","67","67","0.3853493332862854","0.3853493332862854","0.3853493332862854","0.5180819630622864","0.5180819630622864","0.5180819630622864","67","67","67","0.36985987424850464","0.36985987424850464","0.36985987424850464","0.33317720890045166","0.33317720890045166","0.33317720890045166"
"69","68","68","68","0.8127841949462891","0.8127841949462891","0.8127841949462891","0.7556565403938293","0.7556565403938293","0.7556565403938293","68","68","68","0.7659720182418823","0.7659720182418823","0.7659720182418823","0.7491016387939453","0.7491016387939453","0.7491016387939453","68","68","68","0.6983245611190796","0.6983245611190796","0.6983245611190796","0.7683447599411011","0.7683447599411011","0.7683447599411011","68","68","68","0.39889460802078247","0.39889460802078247","0.39889460802078247","0.573089599609375","0.573089599609375","0.573089599609375","68","68","68","0.3867722153663635","0.3867722153663635","0.3867722153663635","0.3851001262664795","0.3851001262664795","0.3851001262664795"
"70","69","69","69","0.8099699020385742","0.8099699020385742","0.8099699020385742","0.7814556360244751","0.7814556360244751","0.7814556360244751","69","69","69","0.7478338479995728","0.7478338479995728","0.7478338479995728","0.7669558525085449","0.7669558525085449","0.7669558525085449","69","69","69","0.6882970929145813","0.6882970929145813","0.6882970929145813","0.7346819639205933","0.7346819639205933","0.7346819639205933","69","69","69","0.38459235429763794","0.38459235429763794","0.38459235429763794","0.5574885010719299","0.5574885010719299","0.5574885010719299","69","69","69","0.37174153327941895","0.37174153327941895","0.37174153327941895","0.37371253967285156","0.37371253967285156","0.37371253967285156"
"71","70","70","70","0.8122796416282654","0.8122796416282654","0.8122796416282654","0.7843961119651794","0.7843961119651794","0.7843961119651794","70","70","70","0.7559898495674133","0.7559898495674133","0.7559898495674133","0.7654985189437866","0.7654985189437866","0.7654985189437866","70","70","70","0.6852527856826782","0.6852527856826782","0.6852527856826782","0.7539471387863159","0.7539471387863159","0.7539471387863159","70","70","70","0.394056499004364","0.394056499004364","0.394056499004364","0.5316867828369141","0.5316867828369141","0.5316867828369141","70","70","70","0.3731749653816223","0.3731749653816223","0.3731749653816223","0.32415562868118286","0.32415562868118286","0.32415562868118286"
"72","71","71","71","0.8076545000076294","0.8076545000076294","0.8076545000076294","0.770645797252655","0.770645797252655","0.770645797252655","71","71","71","0.7541602253913879","0.7541602253913879","0.7541602253913879","0.7654092907905579","0.7654092907905579","0.7654092907905579","71","71","71","0.6750460863113403","0.6750460863113403","0.6750460863113403","0.7330251932144165","0.7330251932144165","0.7330251932144165","71","71","71","0.37935763597488403","0.37935763597488403","0.37935763597488403","0.6252679824829102","0.6252679824829102","0.6252679824829102","71","71","71","0.3752545118331909","0.3752545118331909","0.3752545118331909","0.3769935965538025","0.3769935965538025","0.3769935965538025"
"73","72","72","72","0.8145179152488708","0.8145179152488708","0.8145179152488708","0.7651904821395874","0.7651904821395874","0.7651904821395874","72","72","72","0.758458137512207","0.758458137512207","0.758458137512207","0.74739670753479","0.74739670753479","0.74739670753479","72","72","72","0.6786367297172546","0.6786367297172546","0.6786367297172546","0.7658787965774536","0.7658787965774536","0.7658787965774536","72","72","72","0.36193662881851196","0.36193662881851196","0.36193662881851196","0.4944755434989929","0.4944755434989929","0.4944755434989929","72","72","72","0.38798773288726807","0.38798773288726807","0.38798773288726807","0.3490203022956848","0.3490203022956848","0.3490203022956848"
"74","73","73","73","0.8071227669715881","0.8071227669715881","0.8071227669715881","0.7796577215194702","0.7796577215194702","0.7796577215194702","73","73","73","0.7592947483062744","0.7592947483062744","0.7592947483062744","0.7848892211914062","0.7848892211914062","0.7848892211914062","73","73","73","0.6823740005493164","0.6823740005493164","0.6823740005493164","0.7748972177505493","0.7748972177505493","0.7748972177505493","73","73","73","0.35661780834198","0.35661780834198","0.35661780834198","0.5062680840492249","0.5062680840492249","0.5062680840492249","73","73","73","0.3923768997192383","0.3923768997192383","0.3923768997192383","0.44942599534988403","0.44942599534988403","0.44942599534988403"
"75","74","74","74","0.8074678778648376","0.8074678778648376","0.8074678778648376","0.7681766748428345","0.7681766748428345","0.7681766748428345","74","74","74","0.7616622447967529","0.7616622447967529","0.7616622447967529","0.7640478014945984","0.7640478014945984","0.7640478014945984","74","74","74","0.6811022758483887","0.6811022758483887","0.6811022758483887","0.7938565611839294","0.7938565611839294","0.7938565611839294","74","74","74","0.37964916229248047","0.37964916229248047","0.37964916229248047","0.5334897041320801","0.5334897041320801","0.5334897041320801","74","74","74","0.411920964717865","0.411920964717865","0.411920964717865","0.390672504901886","0.390672504901886","0.390672504901886"
"76","75","75","75","0.8157828450202942","0.8157828450202942","0.8157828450202942","0.7812538743019104","0.7812538743019104","0.7812538743019104","75","75","75","0.7692371606826782","0.7692371606826782","0.7692371606826782","0.7656575441360474","0.7656575441360474","0.7656575441360474","75","75","75","0.6822082996368408","0.6822082996368408","0.6822082996368408","0.733258843421936","0.733258843421936","0.733258843421936","75","75","75","0.3832867741584778","0.3832867741584778","0.3832867741584778","0.5676954984664917","0.5676954984664917","0.5676954984664917","75","75","75","0.3658508062362671","0.3658508062362671","0.3658508062362671","0.5527148246765137","0.5527148246765137","0.5527148246765137"
"77","76","76","76","0.8076894283294678","0.8076894283294678","0.8076894283294678","0.7678264379501343","0.7678264379501343","0.7678264379501343","76","76","76","0.7592597007751465","0.7592597007751465","0.7592597007751465","0.7428199052810669","0.7428199052810669","0.7428199052810669","76","76","76","0.6772026419639587","0.6772026419639587","0.6772026419639587","0.7824258804321289","0.7824258804321289","0.7824258804321289","76","76","76","0.38066577911376953","0.38066577911376953","0.38066577911376953","0.6140687465667725","0.6140687465667725","0.6140687465667725","76","76","76","0.3577636480331421","0.3577636480331421","0.3577636480331421","0.36170142889022827","0.36170142889022827","0.36170142889022827"
"78","77","77","77","0.8177961111068726","0.8177961111068726","0.8177961111068726","0.7740384340286255","0.7740384340286255","0.7740384340286255","77","77","77","0.7635706067085266","0.7635706067085266","0.7635706067085266","0.7764991521835327","0.7764991521835327","0.7764991521835327","77","77","77","0.6872811317443848","0.6872811317443848","0.6872811317443848","0.7911286950111389","0.7911286950111389","0.7911286950111389","77","77","77","0.3909057378768921","0.3909057378768921","0.3909057378768921","0.5940975546836853","0.5940975546836853","0.5940975546836853","77","77","77","0.3828919529914856","0.3828919529914856","0.3828919529914856","0.4613891839981079","0.4613891839981079","0.4613891839981079"
"79","78","78","78","0.8202096819877625","0.8202096819877625","0.8202096819877625","0.7762885689735413","0.7762885689735413","0.7762885689735413","78","78","78","0.7712292671203613","0.7712292671203613","0.7712292671203613","0.7350277900695801","0.7350277900695801","0.7350277900695801","78","78","78","0.6834909915924072","0.6834909915924072","0.6834909915924072","0.7389921545982361","0.7389921545982361","0.7389921545982361","78","78","78","0.3844529986381531","0.3844529986381531","0.3844529986381531","0.5662884712219238","0.5662884712219238","0.5662884712219238","78","78","78","0.3731437921524048","0.3731437921524048","0.3731437921524048","0.3797210454940796","0.3797210454940796","0.3797210454940796"
"80","79","79","79","0.8239082098007202","0.8239082098007202","0.8239082098007202","0.7910391092300415","0.7910391092300415","0.7910391092300415","79","79","79","0.7577432990074158","0.7577432990074158","0.7577432990074158","0.7906322479248047","0.7906322479248047","0.7906322479248047","79","79","79","0.6884528994560242","0.6884528994560242","0.6884528994560242","0.7454597353935242","0.7454597353935242","0.7454597353935242","79","79","79","0.3715863823890686","0.3715863823890686","0.3715863823890686","0.5039026737213135","0.5039026737213135","0.5039026737213135","79","79","79","0.35627126693725586","0.35627126693725586","0.35627126693725586","0.3696499466896057","0.3696499466896057","0.3696499466896057"
"81","80","80","80","0.822376012802124","0.822376012802124","0.822376012802124","0.7787126302719116","0.7787126302719116","0.7787126302719116","80","80","80","0.7699998617172241","0.7699998617172241","0.7699998617172241","0.7885763645172119","0.7885763645172119","0.7885763645172119","80","80","80","0.6900701522827148","0.6900701522827148","0.6900701522827148","0.7729616165161133","0.7729616165161133","0.7729616165161133","80","80","80","0.397918164730072","0.397918164730072","0.397918164730072","0.5710520148277283","0.5710520148277283","0.5710520148277283","80","80","80","0.3555978536605835","0.3555978536605835","0.3555978536605835","0.39992475509643555","0.39992475509643555","0.39992475509643555"
"82","81","81","81","0.8226650953292847","0.8226650953292847","0.8226650953292847","0.7899494767189026","0.7899494767189026","0.7899494767189026","81","81","81","0.7695722579956055","0.7695722579956055","0.7695722579956055","0.7941612005233765","0.7941612005233765","0.7941612005233765","81","81","81","0.690221905708313","0.690221905708313","0.690221905708313","0.7882317304611206","0.7882317304611206","0.7882317304611206","81","81","81","0.3952292799949646","0.3952292799949646","0.3952292799949646","0.5745328664779663","0.5745328664779663","0.5745328664779663","81","81","81","0.38218992948532104","0.38218992948532104","0.38218992948532104","0.48064178228378296","0.48064178228378296","0.48064178228378296"
"83","82","82","82","0.828880786895752","0.828880786895752","0.828880786895752","0.7729920744895935","0.7729920744895935","0.7729920744895935","82","82","82","0.768944501876831","0.768944501876831","0.768944501876831","0.7909649014472961","0.7909649014472961","0.7909649014472961","82","82","82","0.678537130355835","0.678537130355835","0.678537130355835","0.778110682964325","0.778110682964325","0.778110682964325","82","82","82","0.3796267509460449","0.3796267509460449","0.3796267509460449","0.5350360870361328","0.5350360870361328","0.5350360870361328","82","82","82","0.3819162845611572","0.3819162845611572","0.3819162845611572","0.4470512270927429","0.4470512270927429","0.4470512270927429"
"84","83","83","83","0.8288705348968506","0.8288705348968506","0.8288705348968506","0.7884930372238159","0.7884930372238159","0.7884930372238159","83","83","83","0.762793779373169","0.762793779373169","0.762793779373169","0.7743335962295532","0.7743335962295532","0.7743335962295532","83","83","83","0.6885280609130859","0.6885280609130859","0.6885280609130859","0.8032565116882324","0.8032565116882324","0.8032565116882324","83","83","83","0.3875846266746521","0.3875846266746521","0.3875846266746521","0.5750689506530762","0.5750689506530762","0.5750689506530762","83","83","83","0.3766881823539734","0.3766881823539734","0.3766881823539734","0.3619459271430969","0.3619459271430969","0.3619459271430969"
"85","84","84","84","0.8201491832733154","0.8201491832733154","0.8201491832733154","0.7814757227897644","0.7814757227897644","0.7814757227897644","84","84","84","0.7593879699707031","0.7593879699707031","0.7593879699707031","0.768869161605835","0.768869161605835","0.768869161605835","84","84","84","0.6883126497268677","0.6883126497268677","0.6883126497268677","0.7745442986488342","0.7745442986488342","0.7745442986488342","84","84","84","0.39137518405914307","0.39137518405914307","0.39137518405914307","0.49056434631347656","0.49056434631347656","0.49056434631347656","84","84","84","0.3588918447494507","0.3588918447494507","0.3588918447494507","0.48419511318206787","0.48419511318206787","0.48419511318206787"
"86","85","85","85","0.8304302096366882","0.8304302096366882","0.8304302096366882","0.7637120485305786","0.7637120485305786","0.7637120485305786","85","85","85","0.7673100233078003","0.7673100233078003","0.7673100233078003","0.7852063775062561","0.7852063775062561","0.7852063775062561","85","85","85","0.6861022710800171","0.6861022710800171","0.6861022710800171","0.7730326652526855","0.7730326652526855","0.7730326652526855","85","85","85","0.38964205980300903","0.38964205980300903","0.38964205980300903","0.5306981205940247","0.5306981205940247","0.5306981205940247","85","85","85","0.38133251667022705","0.38133251667022705","0.38133251667022705","0.47512322664260864","0.47512322664260864","0.47512322664260864"
