"epoch","1-graph - _step","1-graph - _step__MIN","1-graph - _step__MAX","1-graph - train.r2","1-graph - train.r2__MIN","1-graph - train.r2__MAX","1-graph - valid.r2","1-graph - valid.r2__MIN","1-graph - valid.r2__MAX","2-str-0 - _step","2-str-0 - _step__MIN","2-str-0 - _step__MAX","2-str-0 - train.r2","2-str-0 - train.r2__MIN","2-str-0 - train.r2__MAX","2-str-0 - valid.r2","2-str-0 - valid.r2__MIN","2-str-0 - valid.r2__MAX","only_backbone - _step","only_backbone - _step__MIN","only_backbone - _step__MAX","only_backbone - train.r2","only_backbone - train.r2__MIN","only_backbone - train.r2__MAX","only_backbone - valid.r2","only_backbone - valid.r2__MIN","only_backbone - valid.r2__MAX","baseline_e - _step","baseline_e - _step__MIN","baseline_e - _step__MAX","baseline_e - train.r2","baseline_e - train.r2__MIN","baseline_e - train.r2__MAX","baseline_e - valid.r2","baseline_e - valid.r2__MIN","baseline_e - valid.r2__MAX","0-ogt - _step","0-ogt - _step__MIN","0-ogt - _step__MAX","0-ogt - train.r2","0-ogt - train.r2__MIN","0-ogt - train.r2__MAX","0-ogt - valid.r2","0-ogt - valid.r2__MIN","0-ogt - valid.r2__MAX"
"16","15","15","15","0.6987244486808777","0.6987244486808777","0.6987244486808777","0.7425402998924255","0.7425402998924255","0.7425402998924255","15","15","15","0.6798197031021118","0.6798197031021118","0.6798197031021118","0.7739847898483276","0.7739847898483276","0.7739847898483276","15","15","15","0.6411205530166626","0.6411205530166626","0.6411205530166626","0.7215967178344727","0.7215967178344727","0.7215967178344727","15","15","15","0.3836026191711426","0.3836026191711426","0.3836026191711426","0.586379885673523","0.586379885673523","0.586379885673523","15","15","15","0.3719785809516907","0.3719785809516907","0.3719785809516907","0.509076714515686","0.509076714515686","0.509076714515686"
"17","16","16","16","0.6986699104309082","0.6986699104309082","0.6986699104309082","0.7736968398094177","0.7736968398094177","0.7736968398094177","16","16","16","0.6832826137542725","0.6832826137542725","0.6832826137542725","0.7872649431228638","0.7872649431228638","0.7872649431228638","16","16","16","0.6379613876342773","0.6379613876342773","0.6379613876342773","0.7762643098831177","0.7762643098831177","0.7762643098831177","16","16","16","0.3799635171890259","0.3799635171890259","0.3799635171890259","0.5416958332061768","0.5416958332061768","0.5416958332061768","16","16","16","0.38720566034317017","0.38720566034317017","0.38720566034317017","0.4288201928138733","0.4288201928138733","0.4288201928138733"
"18","17","17","17","0.721268892288208","0.721268892288208","0.721268892288208","0.7510892748832703","0.7510892748832703","0.7510892748832703","17","17","17","0.6902486085891724","0.6902486085891724","0.6902486085891724","0.7530350685119629","0.7530350685119629","0.7530350685119629","17","17","17","0.6492984294891357","0.6492984294891357","0.6492984294891357","0.775615394115448","0.775615394115448","0.775615394115448","17","17","17","0.379643976688385","0.379643976688385","0.379643976688385","0.5196319818496704","0.5196319818496704","0.5196319818496704","17","17","17","0.37169426679611206","0.37169426679611206","0.37169426679611206","0.44986236095428467","0.44986236095428467","0.44986236095428467"
"19","18","18","18","0.7152003049850464","0.7152003049850464","0.7152003049850464","0.7575104236602783","0.7575104236602783","0.7575104236602783","18","18","18","0.6895967721939087","0.6895967721939087","0.6895967721939087","0.7680363059043884","0.7680363059043884","0.7680363059043884","18","18","18","0.6545604467391968","0.6545604467391968","0.6545604467391968","0.7208536863327026","0.7208536863327026","0.7208536863327026","18","18","18","0.3694623112678528","0.3694623112678528","0.3694623112678528","0.5359001159667969","0.5359001159667969","0.5359001159667969","18","18","18","0.38300615549087524","0.38300615549087524","0.38300615549087524","0.3440641760826111","0.3440641760826111","0.3440641760826111"
"20","19","19","19","0.7154797315597534","0.7154797315597534","0.7154797315597534","0.7696021795272827","0.7696021795272827","0.7696021795272827","19","19","19","0.6913315653800964","0.6913315653800964","0.6913315653800964","0.7480638027191162","0.7480638027191162","0.7480638027191162","19","19","19","0.6411327123641968","0.6411327123641968","0.6411327123641968","0.7758516669273376","0.7758516669273376","0.7758516669273376","19","19","19","0.39300793409347534","0.39300793409347534","0.39300793409347534","0.4961555600166321","0.4961555600166321","0.4961555600166321","19","19","19","0.3762816786766052","0.3762816786766052","0.3762816786766052","0.3789398670196533","0.3789398670196533","0.3789398670196533"
"21","20","20","20","0.7226780652999878","0.7226780652999878","0.7226780652999878","0.761513352394104","0.761513352394104","0.761513352394104","20","20","20","0.6931148767471313","0.6931148767471313","0.6931148767471313","0.7778620719909668","0.7778620719909668","0.7778620719909668","20","20","20","0.6569745540618896","0.6569745540618896","0.6569745540618896","0.7428816556930542","0.7428816556930542","0.7428816556930542","20","20","20","0.36441099643707275","0.36441099643707275","0.36441099643707275","0.5020027160644531","0.5020027160644531","0.5020027160644531","20","20","20","0.38779038190841675","0.38779038190841675","0.38779038190841675","0.5087519884109497","0.5087519884109497","0.5087519884109497"
"22","21","21","21","0.71623694896698","0.71623694896698","0.71623694896698","0.7493051290512085","0.7493051290512085","0.7493051290512085","21","21","21","0.6943583488464355","0.6943583488464355","0.6943583488464355","0.7892158627510071","0.7892158627510071","0.7892158627510071","21","21","21","0.6407932043075562","0.6407932043075562","0.6407932043075562","0.7411418557167053","0.7411418557167053","0.7411418557167053","21","21","21","0.37330561876296997","0.37330561876296997","0.37330561876296997","0.5559860467910767","0.5559860467910767","0.5559860467910767","21","21","21","0.37305885553359985","0.37305885553359985","0.37305885553359985","0.473174512386322","0.473174512386322","0.473174512386322"
"23","22","22","22","0.726925253868103","0.726925253868103","0.726925253868103","0.7719433307647705","0.7719433307647705","0.7719433307647705","22","22","22","0.6989713907241821","0.6989713907241821","0.6989713907241821","0.7916290163993835","0.7916290163993835","0.7916290163993835","22","22","22","0.654274582862854","0.654274582862854","0.654274582862854","0.7714535593986511","0.7714535593986511","0.7714535593986511","22","22","22","0.3847571611404419","0.3847571611404419","0.3847571611404419","0.583389163017273","0.583389163017273","0.583389163017273","22","22","22","0.3776819109916687","0.3776819109916687","0.3776819109916687","0.34143632650375366","0.34143632650375366","0.34143632650375366"
"24","23","23","23","0.7222558259963989","0.7222558259963989","0.7222558259963989","0.7888956069946289","0.7888956069946289","0.7888956069946289","23","23","23","0.6888011693954468","0.6888011693954468","0.6888011693954468","0.7604201436042786","0.7604201436042786","0.7604201436042786","23","23","23","0.6550153493881226","0.6550153493881226","0.6550153493881226","0.7755575776100159","0.7755575776100159","0.7755575776100159","23","23","23","0.37964457273483276","0.37964457273483276","0.37964457273483276","0.558617889881134","0.558617889881134","0.558617889881134","23","23","23","0.3719707131385803","0.3719707131385803","0.3719707131385803","0.524662435054779","0.524662435054779","0.524662435054779"
"25","24","24","24","0.7305055856704712","0.7305055856704712","0.7305055856704712","0.7650110125541687","0.7650110125541687","0.7650110125541687","24","24","24","0.6914010047912598","0.6914010047912598","0.6914010047912598","0.7795368432998657","0.7795368432998657","0.7795368432998657","24","24","24","0.6480077505111694","0.6480077505111694","0.6480077505111694","0.6969343423843384","0.6969343423843384","0.6969343423843384","24","24","24","0.370399534702301","0.370399534702301","0.370399534702301","0.540533185005188","0.540533185005188","0.540533185005188","24","24","24","0.36835193634033203","0.36835193634033203","0.36835193634033203","0.40885812044143677","0.40885812044143677","0.40885812044143677"
"26","25","25","25","0.7283941507339478","0.7283941507339478","0.7283941507339478","0.7382155060768127","0.7382155060768127","0.7382155060768127","25","25","25","0.6975321769714355","0.6975321769714355","0.6975321769714355","0.782418966293335","0.782418966293335","0.782418966293335","25","25","25","0.6445513963699341","0.6445513963699341","0.6445513963699341","0.7479250431060791","0.7479250431060791","0.7479250431060791","25","25","25","0.36549073457717896","0.36549073457717896","0.36549073457717896","0.548389196395874","0.548389196395874","0.548389196395874","25","25","25","0.37680768966674805","0.37680768966674805","0.37680768966674805","0.5115103721618652","0.5115103721618652","0.5115103721618652"
"27","26","26","26","0.7317854166030884","0.7317854166030884","0.7317854166030884","0.7677453756332397","0.7677453756332397","0.7677453756332397","26","26","26","0.688494861125946","0.688494861125946","0.688494861125946","0.7798518538475037","0.7798518538475037","0.7798518538475037","26","26","26","0.6440916061401367","0.6440916061401367","0.6440916061401367","0.7542153000831604","0.7542153000831604","0.7542153000831604","26","26","26","0.36003100872039795","0.36003100872039795","0.36003100872039795","0.5441477298736572","0.5441477298736572","0.5441477298736572","26","26","26","0.37400418519973755","0.37400418519973755","0.37400418519973755","0.35178881883621216","0.35178881883621216","0.35178881883621216"
"28","27","27","27","0.7296846508979797","0.7296846508979797","0.7296846508979797","0.7535665035247803","0.7535665035247803","0.7535665035247803","27","27","27","0.6900545954704285","0.6900545954704285","0.6900545954704285","0.7753521800041199","0.7753521800041199","0.7753521800041199","27","27","27","0.6364610195159912","0.6364610195159912","0.6364610195159912","0.7729556560516357","0.7729556560516357","0.7729556560516357","27","27","27","0.3708925247192383","0.3708925247192383","0.3708925247192383","0.6354157328605652","0.6354157328605652","0.6354157328605652","27","27","27","0.3704844117164612","0.3704844117164612","0.3704844117164612","0.30230510234832764","0.30230510234832764","0.30230510234832764"
"29","28","28","28","0.7328333854675293","0.7328333854675293","0.7328333854675293","0.7716208696365356","0.7716208696365356","0.7716208696365356","28","28","28","0.6987748146057129","0.6987748146057129","0.6987748146057129","0.7826143503189087","0.7826143503189087","0.7826143503189087","28","28","28","0.6511381268501282","0.6511381268501282","0.6511381268501282","0.7714482545852661","0.7714482545852661","0.7714482545852661","28","28","28","0.3714808225631714","0.3714808225631714","0.3714808225631714","0.5430797934532166","0.5430797934532166","0.5430797934532166","28","28","28","0.3746216297149658","0.3746216297149658","0.3746216297149658","0.467251718044281","0.467251718044281","0.467251718044281"
"30","29","29","29","0.7438385486602783","0.7438385486602783","0.7438385486602783","0.7920828461647034","0.7920828461647034","0.7920828461647034","29","29","29","0.7056683301925659","0.7056683301925659","0.7056683301925659","0.79688960313797","0.79688960313797","0.79688960313797","29","29","29","0.6571359634399414","0.6571359634399414","0.6571359634399414","0.7644148468971252","0.7644148468971252","0.7644148468971252","29","29","29","0.38998305797576904","0.38998305797576904","0.38998305797576904","0.5998349189758301","0.5998349189758301","0.5998349189758301","29","29","29","0.36362648010253906","0.36362648010253906","0.36362648010253906","0.38546186685562134","0.38546186685562134","0.38546186685562134"
"31","30","30","30","0.7348592281341553","0.7348592281341553","0.7348592281341553","0.7313004732131958","0.7313004732131958","0.7313004732131958","30","30","30","0.7019528746604919","0.7019528746604919","0.7019528746604919","0.7668222188949585","0.7668222188949585","0.7668222188949585","30","30","30","0.6530724763870239","0.6530724763870239","0.6530724763870239","0.7618227005004883","0.7618227005004883","0.7618227005004883","30","30","30","0.356481671333313","0.356481671333313","0.356481671333313","0.6070082187652588","0.6070082187652588","0.6070082187652588","30","30","30","0.36777037382125854","0.36777037382125854","0.36777037382125854","0.3515259027481079","0.3515259027481079","0.3515259027481079"
"32","31","31","31","0.7499637603759766","0.7499637603759766","0.7499637603759766","0.7906372547149658","0.7906372547149658","0.7906372547149658","31","31","31","0.7077028751373291","0.7077028751373291","0.7077028751373291","0.7807943820953369","0.7807943820953369","0.7807943820953369","31","31","31","0.6655243039131165","0.6655243039131165","0.6655243039131165","0.7712585926055908","0.7712585926055908","0.7712585926055908","31","31","31","0.39081913232803345","0.39081913232803345","0.39081913232803345","0.6029500365257263","0.6029500365257263","0.6029500365257263","31","31","31","0.37202733755111694","0.37202733755111694","0.37202733755111694","0.44620680809020996","0.44620680809020996","0.44620680809020996"
"33","32","32","32","0.7480309009552002","0.7480309009552002","0.7480309009552002","0.7949042916297913","0.7949042916297913","0.7949042916297913","32","32","32","0.7138383388519287","0.7138383388519287","0.7138383388519287","0.7791459560394287","0.7791459560394287","0.7791459560394287","32","32","32","0.6643146276473999","0.6643146276473999","0.6643146276473999","0.7453583478927612","0.7453583478927612","0.7453583478927612","32","32","32","0.3720661401748657","0.3720661401748657","0.3720661401748657","0.5334444046020508","0.5334444046020508","0.5334444046020508","32","32","32","0.3910267949104309","0.3910267949104309","0.3910267949104309","0.5809459686279297","0.5809459686279297","0.5809459686279297"
"34","33","33","33","0.752741813659668","0.752741813659668","0.752741813659668","0.7980852127075195","0.7980852127075195","0.7980852127075195","33","33","33","0.7157264947891235","0.7157264947891235","0.7157264947891235","0.7914918065071106","0.7914918065071106","0.7914918065071106","33","33","33","0.6588705778121948","0.6588705778121948","0.6588705778121948","0.780969500541687","0.780969500541687","0.780969500541687","33","33","33","0.37430912256240845","0.37430912256240845","0.37430912256240845","0.5694723129272461","0.5694723129272461","0.5694723129272461","33","33","33","0.3787914514541626","0.3787914514541626","0.3787914514541626","0.4756361246109009","0.4756361246109009","0.4756361246109009"
"35","34","34","34","0.7504940032958984","0.7504940032958984","0.7504940032958984","0.7989774942398071","0.7989774942398071","0.7989774942398071","34","34","34","0.7145851850509644","0.7145851850509644","0.7145851850509644","0.8028278350830078","0.8028278350830078","0.8028278350830078","34","34","34","0.6551518440246582","0.6551518440246582","0.6551518440246582","0.7866927981376648","0.7866927981376648","0.7866927981376648","34","34","34","0.3891807198524475","0.3891807198524475","0.3891807198524475","0.561449408531189","0.561449408531189","0.561449408531189","34","34","34","0.37824302911758423","0.37824302911758423","0.37824302911758423","0.4131079912185669","0.4131079912185669","0.4131079912185669"
"36","35","35","35","0.7566450834274292","0.7566450834274292","0.7566450834274292","0.7884869575500488","0.7884869575500488","0.7884869575500488","35","35","35","0.7168502807617188","0.7168502807617188","0.7168502807617188","0.7824617624282837","0.7824617624282837","0.7824617624282837","35","35","35","0.674573540687561","0.674573540687561","0.674573540687561","0.749670147895813","0.749670147895813","0.749670147895813","35","35","35","0.39252954721450806","0.39252954721450806","0.39252954721450806","0.587019681930542","0.587019681930542","0.587019681930542","35","35","35","0.38452988862991333","0.38452988862991333","0.38452988862991333","0.5095815658569336","0.5095815658569336","0.5095815658569336"
"37","36","36","36","0.7505773901939392","0.7505773901939392","0.7505773901939392","0.7938371300697327","0.7938371300697327","0.7938371300697327","36","36","36","0.7137868404388428","0.7137868404388428","0.7137868404388428","0.7760645747184753","0.7760645747184753","0.7760645747184753","36","36","36","0.6535552740097046","0.6535552740097046","0.6535552740097046","0.7628679275512695","0.7628679275512695","0.7628679275512695","36","36","36","0.39033448696136475","0.39033448696136475","0.39033448696136475","0.6361773610115051","0.6361773610115051","0.6361773610115051","36","36","36","0.36764901876449585","0.36764901876449585","0.36764901876449585","0.3740837574005127","0.3740837574005127","0.3740837574005127"
"38","37","37","37","0.7515137195587158","0.7515137195587158","0.7515137195587158","0.751602292060852","0.751602292060852","0.751602292060852","37","37","37","0.7169589996337891","0.7169589996337891","0.7169589996337891","0.7901133298873901","0.7901133298873901","0.7901133298873901","37","37","37","0.6611601710319519","0.6611601710319519","0.6611601710319519","0.7737733125686646","0.7737733125686646","0.7737733125686646","37","37","37","0.3868125081062317","0.3868125081062317","0.3868125081062317","0.562985897064209","0.562985897064209","0.562985897064209","37","37","37","0.3713884949684143","0.3713884949684143","0.3713884949684143","0.3262217044830322","0.3262217044830322","0.3262217044830322"
"39","38","38","38","0.7622327208518982","0.7622327208518982","0.7622327208518982","0.7987729907035828","0.7987729907035828","0.7987729907035828","38","38","38","0.7234594821929932","0.7234594821929932","0.7234594821929932","0.7921438217163086","0.7921438217163086","0.7921438217163086","38","38","38","0.6719236373901367","0.6719236373901367","0.6719236373901367","0.7648440599441528","0.7648440599441528","0.7648440599441528","38","38","38","0.40286171436309814","0.40286171436309814","0.40286171436309814","0.5542852878570557","0.5542852878570557","0.5542852878570557","38","38","38","0.3769996166229248","0.3769996166229248","0.3769996166229248","0.47793877124786377","0.47793877124786377","0.47793877124786377"
"40","39","39","39","0.7572973370552063","0.7572973370552063","0.7572973370552063","0.7932010889053345","0.7932010889053345","0.7932010889053345","39","39","39","0.715931236743927","0.715931236743927","0.715931236743927","0.7876539826393127","0.7876539826393127","0.7876539826393127","39","39","39","0.6517971754074097","0.6517971754074097","0.6517971754074097","0.7390620708465576","0.7390620708465576","0.7390620708465576","39","39","39","0.3805783987045288","0.3805783987045288","0.3805783987045288","0.6079083681106567","0.6079083681106567","0.6079083681106567","39","39","39","0.380977988243103","0.380977988243103","0.380977988243103","0.37209558486938477","0.37209558486938477","0.37209558486938477"
"41","40","40","40","0.7539048790931702","0.7539048790931702","0.7539048790931702","0.7936885952949524","0.7936885952949524","0.7936885952949524","40","40","40","0.715653657913208","0.715653657913208","0.715653657913208","0.7895182967185974","0.7895182967185974","0.7895182967185974","40","40","40","0.6603177785873413","0.6603177785873413","0.6603177785873413","0.7369047999382019","0.7369047999382019","0.7369047999382019","40","40","40","0.37378180027008057","0.37378180027008057","0.37378180027008057","0.5426337718963623","0.5426337718963623","0.5426337718963623","40","40","40","0.3732648491859436","0.3732648491859436","0.3732648491859436","0.3711887001991272","0.3711887001991272","0.3711887001991272"
"42","41","41","41","0.7550093531608582","0.7550093531608582","0.7550093531608582","0.7968241572380066","0.7968241572380066","0.7968241572380066","41","41","41","0.7132045030593872","0.7132045030593872","0.7132045030593872","0.7887434363365173","0.7887434363365173","0.7887434363365173","41","41","41","0.6562514305114746","0.6562514305114746","0.6562514305114746","0.7761409878730774","0.7761409878730774","0.7761409878730774","41","41","41","0.3812498450279236","0.3812498450279236","0.3812498450279236","0.5762088298797607","0.5762088298797607","0.5762088298797607","41","41","41","0.380124032497406","0.380124032497406","0.380124032497406","0.4545668363571167","0.4545668363571167","0.4545668363571167"
