# Reciprocal collectivity of fluctuations=  5.3
# kappa=  1.000
# Frequency reported in internal units: 0.156 ps^(-1), kT/h/ is 2.47 internal units (om-2)= 0.164
#mode pc_therm cumul om-2(harm)  RMSD  Coll_cart Coll_MW Coll_tors Max_dev_atom
   76  0.0000 1.000    4.665   0.0393  0.198 0.172 0.124  0.784
   77  0.0000 1.000    4.315   0.0378  0.165 0.144 0.109  0.655
   78  0.0000 1.000    4.186   0.0372  0.120 0.123 0.115  1.495
   79  0.0000 1.000    4.074   0.0367  0.162 0.179 0.149  0.735
   80  0.0000 1.000    3.945   0.0361  0.147 0.140 0.106  0.830
   81  0.0000 1.000    3.878   0.0358  0.133 0.154 0.096  0.741
   82  0.0000 1.000    3.535   0.0342  0.148 0.154 0.079  0.927
   83  0.0000 1.000    3.418   0.0336  0.063 0.067 0.059  1.031
   84  0.0000 1.000    3.338   0.0332  0.024 0.037 0.014  2.563
   85  0.0000 1.000    3.249   0.0328  0.164 0.156 0.138  1.002
   86  0.0000 1.000    3.106   0.0321  0.207 0.203 0.127  0.605
   87  0.0000 1.000    3.038   0.0317  0.072 0.080 0.057  1.067
   88  0.0000 1.000    2.967   0.0313  0.271 0.231 0.154  0.560
   89  0.0000 1.000    2.947   0.0312  0.179 0.168 0.128  0.657
   90  0.0000 1.000    2.747   0.0301  0.248 0.275 0.164  0.731
   91  0.0000 1.000    2.707   0.0299  0.173 0.197 0.151  0.791
   92  0.0000 1.000    2.639   0.0295  0.262 0.273 0.207  0.527
   93  0.0000 1.000    2.549    0.029  0.161 0.201 0.126  0.651
   94  0.0000 1.000    2.509   0.0288  0.163 0.172 0.118  0.810
   95  0.0000 1.000    2.468   0.0286  0.163 0.188 0.111  0.512
   96  0.0000 1.000    2.396   0.0282  0.134 0.157 0.123  0.818
   97  0.0000 1.000    2.321   0.0277  0.155 0.181 0.127  1.040
   98  0.0000 1.000    2.292   0.0275  0.178 0.181 0.135  0.727
   99  0.0000 1.000    2.207    0.027  0.137 0.161 0.084  0.656
  100  0.0000 1.000    2.193   0.0269  0.245 0.265 0.164  0.706
  101  0.0000 1.000    2.153   0.0267  0.211 0.238 0.161  0.585
  102  0.0000 1.000     2.08   0.0262  0.147 0.168 0.126  0.500
  103  0.0000 1.000    2.004   0.0258  0.111 0.107 0.058  0.641
  104  0.0000 1.000    1.963   0.0255  0.106 0.108 0.103  0.667
  105  0.0000 1.000    1.869   0.0249  0.074 0.103 0.070  1.054
  106  0.0000 1.000    1.841   0.0247  0.117 0.128 0.103  0.789
  107  0.0000 1.000    1.738    0.024  0.037 0.026 0.042  0.809
  108  0.0000 1.000     1.67   0.0235  0.139 0.162 0.090  0.907
  109  0.0000 1.000    1.645   0.0233  0.179 0.186 0.130  0.469
  110  0.0000 1.000    1.632   0.0232  0.060 0.072 0.047  0.959
  111  0.0000 1.000    1.582   0.0229  0.092 0.096 0.050  0.737
  112  0.0000 1.000     1.55   0.0226  0.130 0.125 0.063  0.595
  113  0.0000 1.000    1.509   0.0223  0.075 0.099 0.071  0.899
  114  0.0000 1.000    1.485   0.0222  0.074 0.085 0.057  0.718
  115  0.0000 1.000     1.43   0.0218  0.236 0.267 0.160  0.525
  116  0.0000 1.000    1.403   0.0215  0.145 0.183 0.123  0.567
  117  0.0000 1.000    1.384   0.0214  0.037 0.066 0.039  0.945
  118  0.0000 1.000    1.378   0.0214  0.126 0.135 0.112  0.564
  119  0.0000 1.000    1.299   0.0207  0.082 0.092 0.082  1.011
  120  0.0000 1.000    1.233   0.0202  0.102 0.127 0.090  0.511
  121  0.0000 1.000    1.227   0.0202  0.098 0.126 0.074  0.553
  122  0.0000 1.000    1.226   0.0201  0.086 0.119 0.115  0.840
  123  0.0000 1.000    1.213     0.02  0.068 0.084 0.049  0.747
  124  0.0000 1.000    1.164   0.0196  0.207 0.225 0.206  0.380
  125  0.0000 1.000    1.135   0.0194  0.072 0.097 0.091  0.727
  126  0.0000 1.000    1.115   0.0192  0.201 0.200 0.175  0.380
  127  0.0000 1.000    1.081   0.0189  0.105 0.110 0.077  0.468
  128  0.0000 1.000    1.077   0.0189  0.115 0.122 0.081  0.529
  129  0.0000 1.000    1.073   0.0188  0.168 0.186 0.162  0.409
  130  0.0000 1.000    1.024   0.0184  0.123 0.144 0.078  0.965
  131  0.0000 1.000    1.021   0.0184  0.186 0.210 0.115  0.588
  132  0.0000 1.000   0.9908   0.0181  0.117 0.123 0.083  0.585
  133  0.0000 1.000   0.9795    0.018  0.043 0.048 0.015  0.586
  134  0.0000 1.000   0.9544   0.0178  0.119 0.134 0.113  0.518
  135  0.0000 1.000   0.9474   0.0177  0.170 0.177 0.141  0.354
  136  0.0000 1.000   0.9243   0.0175  0.169 0.200 0.142  0.507
  137  0.0000 1.000   0.9229   0.0175  0.189 0.224 0.169  0.468
  138  0.0000 1.000    0.899   0.0172  0.117 0.140 0.090  0.461
  139  0.0000 1.000   0.8912   0.0172  0.090 0.108 0.068  0.592
  140  0.0000 1.000   0.8784    0.017  0.027 0.035 0.036  1.211
  141  0.0000 1.000   0.8503   0.0168  0.133 0.149 0.113  0.355
  142  0.0000 1.000   0.8296   0.0166  0.131 0.142 0.113  0.463
  143  0.0000 1.000   0.8033   0.0163  0.126 0.144 0.136  0.319
  144  0.0000 1.000   0.7959   0.0162  0.150 0.154 0.138  0.353
  145  0.0000 1.000   0.7931   0.0162  0.112 0.114 0.112  0.390
  146  0.0000 1.000   0.7828   0.0161  0.043 0.066 0.034  0.720
  147  0.0000 1.000   0.7761    0.016  0.083 0.098 0.059  0.437
  148  0.0000 1.000   0.7668   0.0159  0.117 0.153 0.094  0.353
  149  0.0000 1.000   0.7346   0.0156  0.133 0.178 0.114  0.434
  150  0.0000 1.000   0.7255   0.0155  0.118 0.150 0.088  0.384
  151  0.0000 1.000   0.7174   0.0154  0.207 0.245 0.142  0.295
  152  0.0000 1.000   0.7109   0.0153  0.167 0.208 0.123  0.420
  153  0.0000 1.000   0.7005   0.0152  0.119 0.150 0.117  0.514
  154  0.0000 1.000    0.677    0.015  0.058 0.075 0.086  0.660
  155  0.0000 1.000   0.6689   0.0149  0.110 0.126 0.067  0.332
  156  0.0000 1.000   0.6534   0.0147  0.058 0.071 0.035  0.494
  157  0.0000 1.000   0.6504   0.0147  0.091 0.088 0.058  0.460
  158  0.0000 1.000   0.6412   0.0146  0.129 0.159 0.102  0.297
  159  0.0000 1.000   0.6275   0.0144  0.173 0.195 0.102  0.337
  160  0.0000 1.000    0.625   0.0144  0.184 0.208 0.113  0.347
  161  0.0000 1.000    0.618   0.0143  0.135 0.172 0.106  0.363
  162  0.0000 1.000    0.596    0.014  0.086 0.129 0.086  0.434
  163  0.0000 1.000   0.5858   0.0139  0.111 0.154 0.108  0.434
  164  0.0000 1.000   0.5815   0.0139  0.075 0.086 0.066  0.457
  165  0.0000 1.000   0.5779   0.0138  0.143 0.181 0.115  0.349
  166  0.0000 1.000   0.5725   0.0138  0.184 0.206 0.109  0.475
  167  0.0000 1.000   0.5702   0.0137  0.109 0.113 0.088  0.407
  168  0.0000 1.000   0.5631   0.0137  0.125 0.164 0.134  0.324
  169  0.0000 1.000   0.5466   0.0134  0.136 0.188 0.129  0.278
  170  0.0000 1.000   0.5395   0.0134  0.097 0.118 0.047  0.307
  171  0.0000 1.000   0.5193   0.0131  0.123 0.164 0.155  0.393
  172  0.0000 1.000    0.516   0.0131  0.016 0.024 0.021  0.643
  173  0.0000 1.000   0.5112    0.013  0.040 0.065 0.030  0.523
  174  0.0000 1.000   0.4943   0.0128  0.070 0.095 0.076  0.295
  175  0.0000 1.000   0.4909   0.0127  0.038 0.047 0.031  0.472
  176  0.0000 1.000   0.4826   0.0126  0.061 0.069 0.064  0.396
  177  0.0000 1.000   0.4728   0.0125  0.121 0.163 0.111  0.352
  178  0.0000 1.000   0.4704   0.0125  0.091 0.127 0.082  0.424
  179  0.0000 1.000   0.4558   0.0123  0.050 0.068 0.044  0.431
  180  0.0000 1.000   0.4512   0.0122  0.191 0.252 0.152  0.294
  181  0.0000 1.000   0.4468   0.0122  0.081 0.091 0.076  0.367
  182  0.0000 1.000   0.4402   0.0121  0.189 0.245 0.158  0.248
  183  0.0000 1.000   0.4271   0.0119  0.113 0.135 0.059  0.361
  184  0.0000 1.000   0.4254   0.0119  0.058 0.071 0.039  0.498
  185  0.0000 1.000   0.4146   0.0117  0.091 0.131 0.083  0.293
  186  0.0000 1.000   0.4067   0.0116  0.121 0.142 0.116  0.263
  187  0.0000 1.000   0.4035   0.0116  0.193 0.241 0.144  0.217
  188  0.0000 1.000   0.3972   0.0115  0.133 0.192 0.094  0.422
  189  0.0000 1.000   0.3951   0.0114  0.214 0.264 0.162  0.268
  190  0.0000 1.000   0.3911   0.0114  0.124 0.170 0.077  0.306
  191  0.0000 1.000   0.3823   0.0112  0.261 0.321 0.163  0.205
  192  0.0000 1.000   0.3784   0.0112  0.179 0.200 0.089  0.299
  193  0.0000 1.000   0.3772   0.0112  0.129 0.171 0.141  0.363
  194  0.0000 1.000   0.3763   0.0112  0.178 0.230 0.180  0.328
  195  0.0000 1.000   0.3719   0.0111  0.159 0.198 0.168  0.294
  196  0.0000 1.000   0.3639    0.011  0.174 0.239 0.130  0.261
  197  0.0000 1.000   0.3615   0.0109  0.123 0.177 0.098  0.396
  198  0.0000 1.000   0.3496   0.0108  0.213 0.260 0.171  0.256
  199  0.0000 1.000    0.349   0.0107  0.227 0.275 0.170  0.195
  200  0.0000 1.000    0.341   0.0106  0.017 0.024 0.019  0.473
  201  0.0000 1.000   0.3392   0.0106  0.130 0.156 0.091  0.262
  202  0.0000 1.000   0.3329   0.0105  0.068 0.091 0.037  0.409
  203  0.0000 1.000   0.3257   0.0104  0.155 0.183 0.109  0.188
  204  0.0000 1.000   0.3212   0.0103  0.110 0.134 0.099  0.225
  205  0.0000 1.000   0.3162   0.0102  0.135 0.184 0.080  0.341
  206  0.0000 1.000   0.3138   0.0102  0.120 0.145 0.098  0.225
  207  0.0000 1.000   0.3083   0.0101  0.127 0.163 0.071  0.269
  208  0.0000 1.000   0.2986  0.00994  0.115 0.156 0.088  0.259
  209  0.0000 1.000   0.2956  0.00989  0.056 0.083 0.031  0.418
  210  0.0000 1.000   0.2955  0.00989  0.093 0.120 0.075  0.252
  211  0.0000 1.000   0.2947  0.00988  0.121 0.154 0.110  0.187
  212  0.0000 1.000   0.2942  0.00987  0.123 0.186 0.081  0.375
  213  0.0000 1.000    0.289  0.00978  0.084 0.114 0.056  0.344
  214  0.0000 1.000   0.2842   0.0097  0.065 0.091 0.033  0.337
  215  0.0000 1.000   0.2829  0.00968  0.035 0.037 0.038  0.320
  216  0.0000 1.000   0.2793  0.00961  0.026 0.033 0.017  0.398
  217  0.0000 1.000   0.2774  0.00958  0.068 0.076 0.068  0.251
  218  0.0000 1.000   0.2707  0.00946  0.080 0.084 0.059  0.258
  219  0.0000 1.000   0.2673   0.0094  0.098 0.115 0.093  0.285
  220  0.0000 1.000   0.2631  0.00933  0.203 0.244 0.181  0.186
  221  0.0000 1.000   0.2608  0.00929  0.184 0.216 0.168  0.214
  222  0.0000 1.000   0.2533  0.00915  0.042 0.061 0.043  0.426
  223  0.0000 1.000   0.2511  0.00911  0.050 0.063 0.049  0.290
  224  0.0000 1.000   0.2481  0.00906  0.055 0.066 0.074  0.416
  225  0.0000 1.000   0.2457  0.00902  0.121 0.137 0.109  0.252
  226  0.0000 1.000   0.2429  0.00897  0.123 0.158 0.122  0.201
  227  0.0000 1.000    0.238  0.00888  0.024 0.027 0.021  0.372
  228  0.0000 1.000   0.2325  0.00877  0.128 0.167 0.150  0.236
  229  0.0000 1.000   0.2317  0.00876  0.056 0.063 0.048  0.262
  230  0.0000 1.000   0.2301  0.00873  0.053 0.072 0.022  0.437
  231  0.0000 1.000   0.2254  0.00864  0.103 0.123 0.094  0.184
  232  0.0000 1.000   0.2197  0.00853  0.103 0.114 0.064  0.209
  233  0.0000 1.000   0.2197  0.00853  0.089 0.103 0.092  0.186
  234  0.0000 1.000   0.2184   0.0085  0.155 0.185 0.110  0.185
  235  0.0000 1.000   0.2171  0.00848  0.033 0.042 0.015  0.483
  236  0.0000 1.000    0.214  0.00841  0.144 0.176 0.166  0.314
  237  0.0000 1.000   0.2134   0.0084  0.025 0.022 0.008  0.468
  238  0.0000 1.000   0.2106  0.00835  0.033 0.047 0.056  0.283
  239  0.0000 1.000   0.2095  0.00833  0.156 0.202 0.189  0.166
  240  0.0000 1.000   0.2059  0.00825  0.037 0.052 0.039  0.306
  241  0.0000 1.000   0.2046  0.00823  0.048 0.056 0.041  0.323
  242  0.0000 1.000   0.2023  0.00818  0.056 0.063 0.068  0.269
  243  0.0000 1.000   0.2023  0.00818  0.099 0.119 0.072  0.260
  244  0.0000 1.000   0.1985  0.00811  0.075 0.079 0.073  0.186
  245  0.0000 1.000   0.1985   0.0081  0.051 0.069 0.025  0.331
  246  0.0000 1.000   0.1963  0.00806  0.021 0.026 0.020  0.340
  247  0.0000 1.000   0.1922  0.00797  0.025 0.023 0.016  0.297
  248  0.0000 1.000   0.1918  0.00797  0.060 0.065 0.042  0.262
  249  0.0000 1.000   0.1898  0.00792  0.063 0.081 0.066  0.229
  250  0.0000 1.000   0.1879  0.00789  0.060 0.075 0.079  0.204
  251  0.0000 1.000   0.1845  0.00781  0.050 0.066 0.019  0.299
  252  0.0000 1.000   0.1803  0.00772  0.095 0.130 0.071  0.198
  253  0.0000 1.000   0.1759  0.00763  0.059 0.066 0.085  0.372
  254  0.0000 1.000   0.1736  0.00758  0.078 0.086 0.080  0.217
  255  0.0000 1.000   0.1709  0.00752  0.016 0.016 0.019  0.296
  256  0.0000 1.000   0.1708  0.00752  0.107 0.144 0.148  0.262
  257  0.0000 1.000   0.1693  0.00748  0.073 0.097 0.071  0.286
  258  0.0000 1.000   0.1684  0.00746  0.051 0.068 0.077  0.298
  259  0.0000 1.000   0.1666  0.00743  0.131 0.131 0.074  0.197
  260  0.0000 1.000   0.1654   0.0074  0.147 0.150 0.091  0.180
  261  0.0000 1.000   0.1633  0.00735  0.091 0.127 0.107  0.280
  262  0.0000 1.000   0.1627  0.00734  0.042 0.048 0.038  0.301
  263  0.0000 1.000   0.1614  0.00731  0.100 0.128 0.113  0.289
  264  0.0000 1.000   0.1608   0.0073  0.037 0.047 0.051  0.276
  265  0.0000 1.000   0.1603  0.00728  0.015 0.017 0.011  0.448
  266  0.0000 1.000   0.1582  0.00724  0.067 0.076 0.050  0.185
  267  0.0000 1.000   0.1532  0.00712  0.026 0.035 0.020  0.364
  268  0.0000 1.000   0.1517  0.00709  0.044 0.058 0.063  0.282
  269  0.0000 1.000   0.1512  0.00707  0.031 0.020 0.029  0.274
  270  0.0000 1.000   0.1477  0.00699  0.024 0.027 0.020  0.277
  271  0.0000 1.000   0.1403  0.00681  0.046 0.059 0.054  0.232
  272  0.0000 1.000     0.14  0.00681  0.098 0.120 0.112  0.172
  273  0.0000 1.000   0.1391  0.00678  0.038 0.049 0.060  0.227
  274  0.0000 1.000    0.139  0.00678  0.111 0.146 0.128  0.194
  275  0.0000 1.000   0.1348  0.00668  0.073 0.099 0.078  0.229
  276  0.0000 1.000   0.1339  0.00666  0.041 0.061 0.065  0.271
  277  0.0000 1.000    0.132  0.00661  0.053 0.072 0.034  0.225
  278  0.0000 1.000   0.1296  0.00655  0.056 0.079 0.030  0.246
  279  0.0000 1.000   0.1292  0.00654  0.087 0.109 0.054  0.212
  280  0.0000 1.000   0.1264  0.00647  0.098 0.110 0.124  0.189
  281  0.0000 1.000   0.1247  0.00642  0.039 0.056 0.050  0.208
  282  0.0000 1.000   0.1241  0.00641  0.018 0.023 0.019  0.274
  283  0.0000 1.000   0.1225  0.00637  0.044 0.049 0.058  0.255
  284  0.0000 1.000   0.1206  0.00632  0.059 0.080 0.046  0.214
  285  0.0000 1.000   0.1198   0.0063  0.025 0.039 0.044  0.326
  286  0.0000 1.000   0.1161   0.0062  0.018 0.025 0.011  0.355
  287  0.0000 1.000   0.1152  0.00617  0.052 0.066 0.033  0.148
  288  0.0000 1.000   0.1131  0.00612  0.012 0.020 0.010  0.283
  289  0.0000 1.000    0.113  0.00612  0.036 0.047 0.032  0.240
  290  0.0000 1.000   0.1109  0.00606  0.088 0.103 0.100  0.190
  291  0.0000 1.000   0.1105  0.00605  0.059 0.082 0.075  0.224
  292  0.0000 1.000    0.107  0.00595  0.049 0.067 0.052  0.189
  293  0.0000 1.000    0.106  0.00592  0.143 0.210 0.129  0.108
  294  0.0000 1.000   0.1056  0.00591  0.090 0.133 0.103  0.230
  295  0.0000 1.000   0.1043  0.00588  0.083 0.121 0.069  0.182
  296  0.0000 1.000   0.1029  0.00583  0.031 0.030 0.028  0.212
  297  0.0000 1.000   0.1021  0.00581  0.039 0.051 0.014  0.280
  298  0.0000 1.000   0.1004  0.00576  0.036 0.048 0.019  0.258
  299  0.0000 1.000  0.09893  0.00572  0.108 0.158 0.124  0.191
  300  0.0000 1.000  0.09704  0.00567  0.090 0.126 0.148  0.243
  301  0.0000 1.000   0.0923  0.00553  0.029 0.036 0.036  0.234
  302  0.0000 1.000  0.09064  0.00548  0.017 0.027 0.018  0.239
  303  0.0000 1.000  0.08893  0.00542  0.011 0.018 0.010  0.446
  304  0.0000 1.000   0.0873  0.00537  0.059 0.072 0.090  0.223
  305  0.0000 1.000  0.08706  0.00537  0.041 0.060 0.035  0.194
  306  0.0000 1.000  0.08499   0.0053  0.036 0.045 0.042  0.176
  307  0.0000 1.000  0.08478   0.0053  0.042 0.052 0.029  0.162
  308  0.0000 1.000  0.08394  0.00527  0.075 0.098 0.060  0.169
  309  0.0000 1.000  0.08382  0.00527  0.039 0.053 0.030  0.254
  310  0.0000 1.000  0.08308  0.00524  0.036 0.044 0.055  0.310
  311  0.0000 1.000  0.08161   0.0052  0.070 0.082 0.040  0.153
  312  0.0000 1.000  0.08157   0.0052  0.015 0.013 0.013  0.213
  313  0.0000 1.000  0.08145  0.00519  0.013 0.019 0.019  0.256
  314  0.0000 1.000  0.08046  0.00516  0.039 0.054 0.043  0.199
  315  0.0000 1.000  0.08015  0.00515  0.051 0.048 0.047  0.168
  316  0.0000 1.000  0.08004  0.00515  0.049 0.056 0.060  0.148
  317  0.0000 1.000  0.07906  0.00511  0.016 0.024 0.017  0.323
  318  0.0000 1.000  0.07854   0.0051  0.057 0.070 0.074  0.259
  319  0.0000 1.000  0.07479  0.00497  0.038 0.047 0.075  0.168
  320  0.0000 1.000  0.07427  0.00496  0.054 0.072 0.039  0.262
  321  0.0000 1.000  0.07341  0.00493  0.023 0.029 0.024  0.173
  322  0.0000 1.000  0.07241   0.0049  0.041 0.044 0.048  0.168
  323  0.0000 1.000  0.07227  0.00489  0.044 0.061 0.063  0.157
  324  0.0000 1.000  0.07118  0.00485  0.021 0.028 0.037  0.205
  325  0.0000 1.000  0.06959   0.0048  0.049 0.062 0.060  0.118
  326  0.0000 1.000  0.06875  0.00477  0.017 0.021 0.010  0.310
  327  0.0000 1.000   0.0678  0.00474  0.055 0.069 0.057  0.167
  328  0.0000 1.000   0.0674  0.00472  0.023 0.024 0.015  0.283
  329  0.0000 1.000  0.06698  0.00471  0.041 0.056 0.043  0.152
  330  0.0000 1.000  0.06667   0.0047  0.064 0.076 0.079  0.113
  331  0.0000 1.000   0.0665  0.00469  0.034 0.032 0.020  0.163
  332  0.0000 1.000   0.0652  0.00465  0.061 0.064 0.051  0.128
  333  0.0000 1.000  0.06427  0.00461  0.080 0.102 0.094  0.137
  334  0.0000 1.000  0.06395   0.0046  0.072 0.104 0.098  0.209
  335  0.0000 1.000  0.06385   0.0046  0.078 0.111 0.097  0.151
  336  0.0000 1.000  0.06293  0.00456  0.092 0.106 0.060  0.123
  337  0.0000 1.000  0.06282  0.00456  0.007 0.010 0.009  0.276
  338  0.0000 1.000  0.06186  0.00452  0.055 0.073 0.039  0.204
  339  0.0000 1.000  0.06167  0.00452  0.032 0.024 0.017  0.216
  340  0.0000 1.000  0.05934  0.00443  0.132 0.161 0.097  0.093
  341  0.0000 1.000   0.0592  0.00443  0.126 0.156 0.126  0.107
  342  0.0000 1.000  0.05771  0.00437  0.040 0.063 0.100  0.190
  343  0.0000 1.000  0.05732  0.00436  0.008 0.010 0.008  0.249
  344  0.0000 1.000  0.05713  0.00435  0.043 0.046 0.024  0.140
  345  0.0000 1.000  0.05675  0.00433  0.021 0.018 0.009  0.292
  346  0.0000 1.000  0.05647  0.00432  0.117 0.138 0.101  0.110
  347  0.0000 1.000  0.05478  0.00426  0.062 0.083 0.062  0.155
  348  0.0000 1.000  0.05401  0.00423  0.030 0.040 0.049  0.164
  349  0.0000 1.000  0.05394  0.00422  0.043 0.042 0.021  0.139
  350  0.0000 1.000  0.05381  0.00422  0.062 0.093 0.075  0.187
  351  0.0000 1.000  0.05304  0.00419  0.010 0.014 0.016  0.381
  352  0.0000 1.000  0.05292  0.00418  0.066 0.103 0.087  0.160
  353  0.0000 1.000  0.05166  0.00413  0.024 0.034 0.025  0.155
  354  0.0000 1.000  0.05078   0.0041  0.062 0.089 0.078  0.155
  355  0.0000 1.000  0.05059  0.00409  0.016 0.022 0.014  0.311
  356  0.0000 1.000  0.05005  0.00407  0.052 0.057 0.046  0.236
  357  0.0000 1.000  0.04951  0.00405  0.107 0.128 0.093  0.117
  358  0.0000 1.000  0.04895  0.00402  0.102 0.112 0.093  0.108
  359  0.0000 1.000   0.0487  0.00401  0.082 0.121 0.068  0.134
  360  0.0000 1.000  0.04814  0.00399  0.050 0.045 0.054  0.117
  361  0.0000 1.000   0.0476  0.00397  0.016 0.015 0.018  0.230
  362  0.0000 1.000  0.04707  0.00395  0.091 0.133 0.138  0.104
